Individual	species	haplotype	Clade	longitude	latitude	day	month	year	data_source
22738	Niphargus_thienemanni	2	M	9.1	46.6	7	10	2021	Countrywide study
22749	Niphargus_luchoffmanni	70	F	6.8	46.1	1	10	2021	Countrywide study
22752	Niphargus_thienemanni	16	M	8.8	47.6	26	10	2021	Countrywide study
22753	Niphargus_thienemanni	16	M	8.8	47.6	26	10	2021	Countrywide study
22754	Niphargus_luchoffmanni	71	I	8.7	47.0	6	10	2021	Countrywide study
22757	Niphargus_luchoffmanni	71	I	8.7	47.0	6	10	2021	Countrywide study
22758	Niphargus_luchoffmanni	71	I	8.7	47.0	6	10	2021	Countrywide study
22759	Niphargus_luchoffmanni	71	I	8.7	47.0	19	10	2021	Countrywide study
22760	Niphargus_luchoffmanni	71	I	8.7	47.0	19	10	2021	Countrywide study
22761	Niphargus_luchoffmanni	71	I	8.7	47.0	19	10	2021	Countrywide study
22762	Niphargus_luchoffmanni	45	None	8.7	47.0	19	10	2021	Countrywide study
22763	Niphargus_luchoffmanni	45	None	8.7	47.0	19	10	2021	Countrywide study
22764	Niphargus_luchoffmanni	45	None	8.7	47.0	19	10	2021	Countrywide study
22766	Niphargus_luchoffmanni	45	None	8.7	47.0	19	10	2021	Countrywide study
22768	Niphargus_luchoffmanni	72	I	8.7	47.0	29	10	2021	Countrywide study
22769	Niphargus_luchoffmanni	45	None	8.7	47.0	29	10	2021	Countrywide study
22770	Niphargus_luchoffmanni	45	None	8.7	47.0	29	10	2021	Countrywide study
22846	Niphargus_luchoffmanni	73	F	6.9	46.4	4	11	2021	Countrywide study
22847	Niphargus_luchoffmanni	52	F	6.9	46.5	12	11	2021	Countrywide study
22850	Niphargus_auerbachi	2	A	9.3	47.4	6	12	2021	Countrywide study
22852	Niphargus_auerbachi	2	A	9.3	47.4	6	12	2021	Countrywide study
22853	Niphargus_thienemanni	14	M	9.3	47.4	6	12	2021	Countrywide study
22854	Niphargus_thienemanni	15	M	9.3	47.4	6	12	2021	Countrywide study
22855	Niphargus_thienemanni	14	M	9.3	47.4	6	12	2021	Countrywide study
22856	Niphargus_auerbachi	2	A	9.3	47.4	6	12	2021	Countrywide study
22857	Niphargus_thienemanni	14	M	9.3	47.4	6	12	2021	Countrywide study
22858	Niphargus_auerbachi	20	B	9.3	47.4	6	12	2021	Countrywide study
22859	Niphargus_thienemanni	14	M	9.3	47.4	6	12	2021	Countrywide study
22860	Niphargus_auerbachi	2	A	9.3	47.4	6	12	2021	Countrywide study
22861	Niphargus_thienemanni	14	M	9.3	47.4	6	12	2021	Countrywide study
22862	Niphargus_thienemanni	14	M	9.3	47.4	6	12	2021	Countrywide study
22863	Niphargus_auerbachi	2	A	9.3	47.4	6	12	2021	Countrywide study
22867	Niphargus_thienemanni	14	M	9.3	47.4	6	12	2021	Countrywide study
22868	Niphargus_auerbachi	2	A	9.3	47.4	6	12	2021	Countrywide study
22869	Niphargus_thienemanni	15	M	9.3	47.4	6	12	2021	Countrywide study
22882	Niphargus_luchoffmanni	51	F	7.5	46.6	17	5	2021	Countrywide study
22884	Niphargus_luchoffmanni	74	E	7.5	46.6	26	7	2021	Countrywide study
22885	Niphargus_luchoffmanni	74	E	7.5	46.6	26	7	2021	Countrywide study
22888	Niphargus_luchoffmanni	75	F	7.5	46.6	23	8	2021	Countrywide study
22889	Niphargus_luchoffmanni	51	F	7.5	46.6	27	9	2021	Countrywide study
22890	Niphargus_luchoffmanni	74	E	7.5	46.6	18	6	2021	Countrywide study
22892	Niphargus_luchoffmanni	74	E	7.5	46.6	26	7	2021	Countrywide study
22893	Niphargus_luchoffmanni	76	F	7.5	46.6	23	8	2021	Countrywide study
23003	Niphargus_fontanus	15	D	7.8	47.5	25	8	2021	Countrywide study
23004	Niphargus_fontanus	16	C	7.8	47.5	25	8	2021	Countrywide study
23005	Niphargus_fontanus	16	C	7.8	47.5	10	5	2021	Countrywide study
23006	Niphargus_fontanus	15	D	7.8	47.5	10	6	2021	Countrywide study
23007	Niphargus_fontanus	15	D	7.8	47.5	6	7	2021	Countrywide study
23008	Niphargus_fontanus	15	D	7.8	47.5	6	7	2021	Countrywide study
23009	Niphargus_fontanus	16	C	7.8	47.5	6	7	2021	Countrywide study
23010	Niphargus_fontanus	15	D	7.8	47.5	1	9	2021	Countrywide study
23011	Niphargus_fontanus	15	D	7.8	47.5	1	9	2021	Countrywide study
23012	Niphargus_fontanus	15	D	7.8	47.5	1	9	2021	Countrywide study
23014	Niphargus_fontanus	16	C	7.8	47.5	1	9	2021	Countrywide study
23015	Niphargus_fontanus	15	D	7.8	47.5	1	9	2021	Countrywide study
23016	Niphargus_fontanus	16	C	7.8	47.5	1	9	2021	Countrywide study
23017	Niphargus_fontanus	16	C	7.8	47.5	1	9	2021	Countrywide study
23018	Niphargus_fontanus	17	C	7.8	47.5	1	9	2021	Countrywide study
23019	Niphargus_fontanus	16	C	7.8	47.5	30	9	2021	Countrywide study
23020	Niphargus_fontanus	15	D	7.8	47.5	30	9	2021	Countrywide study
23021	Niphargus_fontanus	15	D	7.8	47.5	30	9	2021	Countrywide study
23022	Niphargus_fontanus	15	D	7.8	47.5	30	9	2021	Countrywide study
23023	Niphargus_fontanus	16	C	7.8	47.5	30	9	2021	Countrywide study
23024	Niphargus_fontanus	15	D	7.8	47.5	30	9	2021	Countrywide study
23026	Niphargus_fontanus	16	C	7.8	47.5	30	9	2021	Countrywide study
23027	Niphargus_fontanus	18	C	7.9	47.4	10	5	2021	Countrywide study
23028	Niphargus_fontanus	17	C	7.9	47.4	10	5	2021	Countrywide study
23038	Niphargus_fontanus	18	C	7.9	47.4	14	6	2021	Countrywide study
23039	Niphargus_fontanus	18	C	7.9	47.4	12	7	2021	Countrywide study
23045	Niphargus_fontanus	18	C	7.9	47.4	12	7	2021	Countrywide study
23057	Niphargus_fontanus	18	C	7.9	47.4	11	10	2021	Countrywide study
23066	Niphargus_fontanus	13	D	8.2	47.0	10	10	2021	Countrywide study
23068	Niphargus_luchoffmanni	30	I	9.4	47.0	14	6	2021	Countrywide study
23069	Niphargus_luchoffmanni	30	I	9.4	47.0	16	8	2021	Countrywide study
23070	Niphargus_luchoffmanni	27	J	9.4	47.0	16	8	2021	Countrywide study
23071	Niphargus_luchoffmanni	30	I	9.4	47.0	16	8	2021	Countrywide study
23072	Niphargus_luchoffmanni	30	I	9.4	47.0	10	9	2021	Countrywide study
23073	Niphargus_luchoffmanni	27	J	9.4	47.0	27	10	2021	Countrywide study
23074	Niphargus_luchoffmanni	77	J	9.4	47.0	27	10	2021	Countrywide study
23086	Niphargus_auerbachi	21	B	7.2	47.0	10	5	2021	Countrywide study
23103	Niphargus_luchoffmanni	78	E	7.8	46.8	27	11	2021	Countrywide study
23106	Niphargus_thienemanni	22	M	9.4	46.8	26	10	2021	Countrywide study
23107	Niphargus_thienemanni	22	M	9.4	46.8	26	10	2021	Countrywide study
23108	Niphargus_thienemanni	22	M	9.4	46.8	26	10	2021	Countrywide study
23109	Niphargus_thienemanni	2	M	9.4	46.8	26	10	2021	Countrywide study
23110	Niphargus_thienemanni	22	M	9.4	46.8	27	10	2021	Countrywide study
23111	Niphargus_thienemanni	22	M	9.4	46.8	27	10	2021	Countrywide study
23112	Niphargus_thienemanni	22	M	9.4	46.8	27	10	2021	Countrywide study
23113	Niphargus_thienemanni	22	M	9.4	46.8	27	10	2021	Countrywide study
23114	Niphargus_thienemanni	22	M	9.4	46.8	18	11	2021	Countrywide study
23115	Niphargus_thienemanni	22	M	9.4	46.8	18	11	2021	Countrywide study
23116	Niphargus_thienemanni	22	M	9.4	46.8	12	11	2021	Countrywide study
23117	Niphargus_thienemanni	22	M	9.4	46.8	12	11	2021	Countrywide study
23118	Niphargus_thienemanni	22	M	9.4	46.8	12	11	2021	Countrywide study
23120	Niphargus_thienemanni	22	M	9.4	46.8	12	11	2021	Countrywide study
23121	Niphargus_thienemanni	22	M	9.4	46.8	12	11	2021	Countrywide study
23122	Niphargus_thienemanni	2	M	9.4	46.8	19	11	2021	Countrywide study
23124	Niphargus_thienemanni	22	M	9.4	46.8	19	11	2021	Countrywide study
23125	Niphargus_thienemanni	22	M	9.4	46.8	19	11	2021	Countrywide study
23126	Niphargus_thienemanni	22	M	9.4	46.8	19	11	2021	Countrywide study
23127	Niphargus_thienemanni	22	M	9.4	46.8	23	11	2021	Countrywide study
23128	Niphargus_thienemanni	22	M	9.4	46.8	23	11	2021	Countrywide study
23140	Niphargus_auerbachi	2	A	8.8	47.4	21	12	2021	Countrywide study
23142	Niphargus_auerbachi	2	A	8.8	47.4	4	1	2022	Countrywide study
23145	Niphargus_auerbachi	2	A	8.8	47.4	18	1	2022	Countrywide study
23148	Niphargus_auerbachi	2	A	8.8	47.4	18	1	2022	Countrywide study
23149	Niphargus_luchoffmanni	27	J	9.5	47.3	15	3	2021	Countrywide study
23150	Niphargus_thienemanni	11	M	9.0	47.1	22	3	2021	Countrywide study
23151	Niphargus_thienemanni	4	M	9.0	47.1	29	3	2021	Countrywide study
23152	Niphargus_luchoffmanni	16	H	8.3	46.7	15	6	2021	Countrywide study
23157	Niphargus_thienemanni	2	M	9.7	46.9	23	7	2021	Countrywide study
23158	Niphargus_luchoffmanni	27	J	9.7	46.9	23	7	2021	Countrywide study
23159	Niphargus_thienemanni	2	M	9.7	46.9	23	7	2021	Countrywide study
23160	Niphargus_thienemanni	2	M	9.7	46.9	23	7	2021	Countrywide study
23169	Niphargus_thienemanni	2	M	9.2	46.8	30	7	2021	Countrywide study
23170	Niphargus_thienemanni	2	M	9.2	46.8	30	7	2021	Countrywide study
23194	Niphargus_luchoffmanni	65	F	6.8	46.2	13	8	2021	Countrywide study
23195	Niphargus_luchoffmanni	65	F	6.8	46.2	13	8	2021	Countrywide study
23197	Niphargus_luchoffmanni	27	J	9.7	46.8	27	9	2021	Countrywide study
23198	Niphargus_luchoffmanni	27	J	9.7	46.8	27	9	2021	Countrywide study
23201	Niphargus_auerbachi	2	A	8.8	47.4	15	3	2022	Countrywide study
23202	Niphargus_auerbachi	2	A	8.8	47.4	28	3	2022	Countrywide study
23205	Niphargus_auerbachi	2	A	8.8	47.4	28	3	2022	Countrywide study
23207	Niphargus_auerbachi	2	A	8.8	47.4	12	4	2022	Countrywide study
23208	Niphargus_tonywhitteni	5	O	8.8	47.4	24	2	2022	Countrywide study
23209	Niphargus_auerbachi	2	A	8.8	47.4	24	2	2022	Countrywide study
23210	Niphargus_auerbachi	2	A	8.8	47.4	24	2	2022	Countrywide study
23212	Niphargus_auerbachi	2	A	8.8	47.4	15	3	2022	Countrywide study
23216	Niphargus_auerbachi	2	A	8.8	47.4	28	4	2022	Countrywide study
23218	Niphargus_luchoffmanni	79	I	8.6	47.1	12	5	2022	Countrywide study
23219	Niphargus_luchoffmanni	79	I	8.6	47.1	12	5	2022	Countrywide study
23225	Niphargus_luchoffmanni	49	J	9.4	47.4	26	4	2022	Countrywide study
23226	Niphargus_luchoffmanni	49	J	9.4	47.4	26	4	2022	Countrywide study
23227	Niphargus_luchoffmanni	49	J	9.4	47.4	26	4	2022	Countrywide study
23228	Niphargus_luchoffmanni	49	J	9.4	47.4	26	4	2022	Countrywide study
23229	Niphargus_luchoffmanni	49	J	9.4	47.4	26	4	2022	Countrywide study
23230	Niphargus_luchoffmanni	32	J	9.4	47.4	26	4	2022	Countrywide study
23231	Niphargus_luchoffmanni	49	J	9.4	47.4	26	4	2022	Countrywide study
23232	Niphargus_luchoffmanni	49	J	9.4	47.4	26	4	2022	Countrywide study
23233	Niphargus_luchoffmanni	28	K	9.4	47.4	26	4	2022	Countrywide study
23234	Niphargus_luchoffmanni	28	K	9.4	47.4	26	4	2022	Countrywide study
23235	Niphargus_luchoffmanni	49	J	9.4	47.4	26	4	2022	Countrywide study
23236	Niphargus_luchoffmanni	49	J	9.4	47.4	26	4	2022	Countrywide study
23237	Niphargus_luchoffmanni	32	J	9.4	47.4	26	4	2022	Countrywide study
23238	Niphargus_luchoffmanni	49	J	9.4	47.4	3	5	2022	Countrywide study
23239	Niphargus_luchoffmanni	28	K	9.4	47.4	3	5	2022	Countrywide study
23240	Niphargus_luchoffmanni	49	J	9.4	47.4	3	5	2022	Countrywide study
23241	Niphargus_luchoffmanni	49	J	9.4	47.4	3	5	2022	Countrywide study
23242	Niphargus_luchoffmanni	32	J	9.4	47.4	3	5	2022	Countrywide study
23244	Niphargus_luchoffmanni	32	J	9.4	47.4	10	5	2022	Countrywide study
23245	Niphargus_luchoffmanni	32	J	9.4	47.4	10	5	2022	Countrywide study
23246	Niphargus_luchoffmanni	28	K	9.4	47.4	10	5	2022	Countrywide study
23247	Niphargus_luchoffmanni	32	J	9.4	47.4	10	5	2022	Countrywide study
23248	Niphargus_luchoffmanni	28	K	9.4	47.4	10	5	2022	Countrywide study
23249	Niphargus_luchoffmanni	32	J	9.4	47.4	17	5	2022	Countrywide study
23250	Niphargus_luchoffmanni	28	K	9.4	47.4	17	5	2022	Countrywide study
23251	Niphargus_thienemanni	14	M	9.4	47.4	26	4	2022	Countrywide study
23252	Niphargus_thienemanni	14	M	9.4	47.4	17	5	2022	Countrywide study
23253	Niphargus_thienemanni	14	M	9.4	47.4	17	5	2022	Countrywide study
23254	Niphargus_thienemanni	14	M	9.4	47.4	17	5	2022	Countrywide study
23255	Niphargus_thienemanni	14	M	9.4	47.4	17	5	2022	Countrywide study
23256	Niphargus_thienemanni	14	M	9.4	47.4	17	5	2022	Countrywide study
23257	Niphargus_thienemanni	14	M	9.4	47.4	17	5	2022	Countrywide study
23258	Niphargus_luchoffmanni	49	J	9.4	47.4	26	4	2022	Countrywide study
23259	Niphargus_luchoffmanni	49	J	9.4	47.4	26	4	2022	Countrywide study
23260	Niphargus_luchoffmanni	49	J	9.4	47.4	26	4	2022	Countrywide study
23261	Niphargus_luchoffmanni	49	J	9.4	47.4	26	4	2022	Countrywide study
23262	Niphargus_luchoffmanni	32	J	9.4	47.4	26	4	2022	Countrywide study
23263	Niphargus_luchoffmanni	49	J	9.4	47.4	3	5	2022	Countrywide study
23264	Niphargus_luchoffmanni	49	J	9.4	47.4	3	5	2022	Countrywide study
23265	Niphargus_luchoffmanni	32	J	9.4	47.4	3	5	2022	Countrywide study
23266	Niphargus_luchoffmanni	49	J	9.4	47.4	3	5	2022	Countrywide study
23267	Niphargus_luchoffmanni	32	J	9.4	47.4	3	5	2022	Countrywide study
23268	Niphargus_luchoffmanni	49	J	9.4	47.4	10	5	2022	Countrywide study
23269	Niphargus_luchoffmanni	28	K	9.4	47.4	10	5	2022	Countrywide study
23270	Niphargus_luchoffmanni	49	J	9.4	47.4	10	5	2022	Countrywide study
23271	Niphargus_luchoffmanni	32	J	9.4	47.4	10	5	2022	Countrywide study
23272	Niphargus_luchoffmanni	49	J	9.4	47.4	10	5	2022	Countrywide study
23274	Niphargus_luchoffmanni	28	K	9.4	47.4	10	5	2022	Countrywide study
23275	Niphargus_luchoffmanni	49	J	9.4	47.4	17	5	2022	Countrywide study
23276	Niphargus_luchoffmanni	32	J	9.4	47.4	17	5	2022	Countrywide study
23277	Niphargus_luchoffmanni	32	J	9.4	47.4	17	5	2022	Countrywide study
23278	Niphargus_luchoffmanni	49	J	9.4	47.4	17	5	2022	Countrywide study
23279	Niphargus_luchoffmanni	28	K	9.4	47.4	17	5	2022	Countrywide study
23280	Niphargus_luchoffmanni	49	J	9.4	47.4	17	5	2022	Countrywide study
23282	Niphargus_luchoffmanni	49	J	9.4	47.4	5	5	2022	Countrywide study
23283	Niphargus_luchoffmanni	49	J	9.4	47.4	12	5	2022	Countrywide study
23284	Niphargus_thienemanni	13	M	9.4	47.4	12	5	2022	Countrywide study
23289	Niphargus_fontanus	15	D	7.8	47.5	27	10	2021	Countrywide study
23290	Niphargus_fontanus	15	D	7.8	47.5	27	10	2021	Countrywide study
23297	Niphargus_fontanus	15	D	7.8	47.5	3	11	2021	Countrywide study
23299	Niphargus_fontanus	15	D	7.8	47.5	2	12	2021	Countrywide study
23300	Niphargus_fontanus	15	D	7.8	47.5	2	12	2021	Countrywide study
23301	Niphargus_fontanus	15	D	7.8	47.5	2	12	2021	Countrywide study
23302	Niphargus_fontanus	16	C	7.8	47.5	2	12	2021	Countrywide study
23303	Niphargus_fontanus	17	C	7.8	47.5	2	12	2021	Countrywide study
23304	Niphargus_fontanus	19	C	7.8	47.5	2	12	2021	Countrywide study
23305	Niphargus_fontanus	15	D	7.8	47.5	2	12	2021	Countrywide study
23306	Niphargus_fontanus	15	D	7.8	47.5	2	12	2021	Countrywide study
23369	Niphargus_fontanus	3	C	7.9	47.4	7	2	2022	Countrywide study
23370	Niphargus_fontanus	18	C	7.9	47.4	7	2	2022	Countrywide study
23372	Niphargus_fontanus	18	C	7.9	47.4	7	3	2022	Countrywide study
23373	Niphargus_auerbachi	22	B	7.9	47.4	7	3	2022	Countrywide study
23380	Niphargus_luchoffmanni	51	F	7.5	46.6	1	11	2021	Countrywide study
23381	Niphargus_luchoffmanni	74	E	7.5	46.6	1	11	2021	Countrywide study
23382	Niphargus_luchoffmanni	51	F	7.5	46.6	1	11	2021	Countrywide study
23383	Niphargus_luchoffmanni	74	E	7.5	46.6	1	11	2021	Countrywide study
23384	Niphargus_luchoffmanni	74	E	7.5	46.6	1	11	2021	Countrywide study
23396	Niphargus_auerbachi	21	B	7.2	47.0	14	2	2022	Countrywide study
23399	Niphargus_fontanus	3	C	8.3	47.5	8	11	2021	Countrywide study
23401	Niphargus_fontanus	3	C	8.3	47.5	8	11	2021	Countrywide study
23403	Niphargus_fontanus	3	C	8.3	47.5	8	11	2021	Countrywide study
23404	Niphargus_fontanus	20	C	8.3	47.5	8	11	2021	Countrywide study
23405	Niphargus_fontanus	3	C	8.3	47.5	8	11	2021	Countrywide study
23406	Niphargus_fontanus	3	C	8.3	47.5	8	11	2021	Countrywide study
23415	Niphargus_fontanus	21	None	8.3	47.5	7	2	2022	Countrywide study
23416	Niphargus_fontanus	21	None	8.3	47.5	7	2	2022	Countrywide study
23417	Niphargus_fontanus	3	C	8.3	47.5	7	2	2022	Countrywide study
23418	Niphargus_fontanus	3	C	8.3	47.5	1	2	2022	Countrywide study
23419	Niphargus_luchoffmanni	2	F	7.6	46.7	31	1	2022	Countrywide study
23420	Niphargus_luchoffmanni	27	J	9.4	47.0	15	11	2021	Countrywide study
23421	Niphargus_luchoffmanni	30	I	9.4	47.0	15	11	2021	Countrywide study
23422	Niphargus_luchoffmanni	30	I	9.4	47.0	9	12	2021	Countrywide study
23423	Niphargus_luchoffmanni	27	J	9.4	47.0	11	1	2022	Countrywide study
23424	Niphargus_luchoffmanni	30	I	9.4	47.0	11	1	2022	Countrywide study
23425	Niphargus_luchoffmanni	77	J	9.4	47.0	11	1	2022	Countrywide study
23426	Niphargus_luchoffmanni	30	I	9.4	47.0	11	1	2022	Countrywide study
23428	Niphargus_luchoffmanni	27	J	9.4	47.0	8	2	2022	Countrywide study
23429	Niphargus_luchoffmanni	30	I	9.4	47.0	8	2	2022	Countrywide study
23430	Niphargus_luchoffmanni	30	I	9.4	47.0	8	2	2022	Countrywide study
23431	Niphargus_luchoffmanni	30	I	9.4	47.0	8	2	2022	Countrywide study
23432	Niphargus_luchoffmanni	77	J	9.4	47.0	11	4	2022	Countrywide study
23433	Niphargus_luchoffmanni	30	I	9.4	47.0	11	4	2022	Countrywide study
23434	Niphargus_luchoffmanni	27	J	9.4	47.0	11	4	2022	Countrywide study
KY707005.1	Niphargus_thienemanni	6	M	9.8	47.0	NA	NA	NA	Mined from GenBank
NB443	Niphargus_thienemanni	1	M	8.8	46.8	7	6	2012	Mined from GenBank
NC048	Niphargus_luchoffmanni	80	I	8.6	47.1	1	11	2013	Mined from GenBank
NC049	Niphargus_thienemanni	2	M	9.1	46.9	30	5	2014	Mined from GenBank
NC051	Niphargus_thienemanni	2	M	9.6	46.7	26	8	2014	Previous sampling events
NC052	Niphargus_thienemanni	2	M	9.6	46.7	26	8	2014	Previous sampling events
NC055	Niphargus_thienemanni	2	M	8.9	46.8	17	7	2014	Previous sampling events
NC056	Niphargus_thienemanni	3	L	8.8	46.8	17	7	2014	Previous sampling events
NC113	Niphargus_luchoffmanni	12	H	8.3	46.8	29	5	2014	Mined from GenBank
NC116	Niphargus_luchoffmanni	16	H	8.3	46.8	29	5	2014	Mined from GenBank
NC121	Niphargus_tonywhitteni	1	O	8.7	47.4	17	10	2014	Mined from GenBank
NC163	Niphargus_luchoffmanni	81	H	8.3	46.7	4	7	2010	Previous sampling events
NC166	Niphargus_thienemanni	2	M	9.1	46.9	30	5	2014	Mined from GenBank
NC168	Niphargus_thienemanni	4	M	9.1	47.1	23	4	2014	Previous sampling events
NC169	Niphargus_thienemanni	4	M	9.1	47.1	23	4	2014	Previous sampling events
NC170	Niphargus_thienemanni	4	M	9.1	47.1	23	4	2014	Previous sampling events
NC204	Niphargus_luchoffmanni	5	F	7.8	46.7	10	7	2016	Previous sampling events
NC207	Niphargus_luchoffmanni	82	H	7.7	46.5	23	7	2014	Mined from GenBank
NC536	Niphargus_fontanus	17	C	8.5	47.7	2	7	2018	Previous sampling events
NC537	Niphargus_fontanus	17	C	8.5	47.7	2	7	2018	Previous sampling events
NC539	Niphargus_fontanus	17	C	8.5	47.7	6	7	2018	Previous sampling events
NC541	Niphargus_fontanus	17	C	8.5	47.7	6	7	2018	Previous sampling events
NC542	Niphargus_fontanus	17	C	8.5	47.7	13	7	2018	Previous sampling events
NC544	Niphargus_fontanus	6	C	8.5	47.7	13	7	2018	Previous sampling events
NC545	Niphargus_fontanus	6	C	8.5	47.7	13	7	2018	Previous sampling events
NC547	Niphargus_fontanus	17	C	8.5	47.7	13	7	2018	Previous sampling events
NC549	Niphargus_fontanus	17	C	8.5	47.7	13	7	2018	Previous sampling events
NC550	Niphargus_tonywhitteni	1	O	8.7	47.4	7	8	2018	Previous sampling events
NC942	Niphargus_auerbachi	23	B	7.2	47.0	27	2	2019	Pilot study
NC948	Niphargus_auerbachi	21	B	7.2	47.0	17	4	2019	Pilot study
NC954	Niphargus_luchoffmanni	34	J	9.5	47.3	8	5	2019	Pilot study
NC955	Niphargus_luchoffmanni	83	I	8.5	47.1	10	5	2019	Pilot study
NC956	Niphargus_auerbachi	24	A	8.9	47.3	14	5	2019	Pilot study
NC957	Niphargus_tonywhitteni	1	O	8.9	47.3	14	5	2019	Pilot study
NC958	Niphargus_tonywhitteni	4	O	8.8	47.3	21	5	2019	Pilot study
NC960	Niphargus_tonywhitteni	11	O	8.8	47.3	21	5	2019	Pilot study
NC962	Niphargus_fontanus	6	C	8.9	47.3	28	5	2019	Pilot study
NC963	Niphargus_tonywhitteni	4	O	8.8	47.3	14	5	2019	Pilot study
NC965	Niphargus_auerbachi	25	B	8.4	47.4	6	5	2019	Pilot study
NC966	Niphargus_fontanus	22	C	8.4	47.4	6	5	2019	Pilot study
NC967	Niphargus_luchoffmanni	84	J	8.6	47.3	4	6	2019	Pilot study
NC969	Niphargus_luchoffmanni	84	J	8.6	47.3	29	6	2019	Pilot study
NC970	Niphargus_luchoffmanni	84	J	8.6	47.3	29	6	2019	Pilot study
NC971	Niphargus_luchoffmanni	84	J	8.6	47.2	4	6	2019	Pilot study
NC972	Niphargus_luchoffmanni	84	J	8.6	47.2	29	6	2019	Pilot study
NC973	Niphargus_luchoffmanni	84	J	8.6	47.2	29	6	2019	Pilot study
NC976	Niphargus_tonywhitteni	23	N	8.0	47.4	18	4	2019	Pilot study
NC978	Niphargus_fontanus	6	C	8.8	47.3	10	5	2019	Pilot study
NC980	Niphargus_tonywhitteni	1	O	8.8	47.3	10	5	2019	Pilot study
NC981	Niphargus_fontanus	6	C	8.8	47.3	10	5	2019	Pilot study
NC982	Niphargus_luchoffmanni	85	G	7.6	46.7	5	7	2019	Pilot study
NC984	Niphargus_tonywhitteni	1	O	8.7	47.4	3	5	2019	Pilot study
NC985	Niphargus_fontanus	6	C	8.7	47.4	15	5	2019	Pilot study
NC986	Niphargus_tonywhitteni	1	O	8.7	47.4	23	5	2019	Pilot study
NC988	Niphargus_thienemanni	5	M	8.0	47.3	28	5	2019	Pilot study
NC990	Niphargus_thienemanni	5	M	8.0	47.3	28	5	2019	Pilot study
NC991	Niphargus_thienemanni	3	L	9.0	46.9	8	5	2019	Pilot study
NC992	Niphargus_thienemanni	2	M	9.0	46.9	8	5	2019	Pilot study
NC994	Niphargus_auerbachi	26	B	7.4	47.1	16	5	2019	Pilot study
NC997	Niphargus_fontanus	11	C	8.5	47.4	6	5	2019	Pilot study
NC999	Niphargus_tonywhitteni	24	N	7.7	47.1	8	5	2019	Pilot study
ND001	Niphargus_luchoffmanni	84	J	8.6	47.2	23	5	2019	Pilot study
ND005	Niphargus_fontanus	3	C	8.3	47.5	6	5	2019	Pilot study
ND006	Niphargus_fontanus	3	C	8.3	47.5	21	5	2019	Pilot study
ND007	Niphargus_fontanus	23	C	7.7	47.3	27	5	2019	Pilot study
ND008	Niphargus_fontanus	23	C	7.7	47.3	13	5	2019	Pilot study
ND010	Niphargus_tonywhitteni	25	O	7.7	47.3	3	6	2019	Pilot study
ND011	Niphargus_fontanus	22	C	7.7	47.3	17	6	2019	Pilot study
ND013	Niphargus_tonywhitteni	26	N	7.7	47.3	3	6	2019	Pilot study
ND014	Niphargus_fontanus	17	C	7.9	47.5	8	5	2019	Pilot study
ND015	Niphargus_auerbachi	27	B	8.4	47.2	23	5	2019	Pilot study
ND019	Niphargus_tonywhitteni	27	N	7.8	47.2	15	5	2019	Pilot study
ND020	Niphargus_luchoffmanni	30	I	9.4	47.0	20	5	2019	Pilot study
ND021	Niphargus_luchoffmanni	86	J	8.4	47.3	16	5	2019	Pilot study
ND022	Niphargus_tonywhitteni	28	N	8.4	47.3	23	5	2019	Pilot study
ND023	Niphargus_thienemanni	1	M	8.4	47.3	31	5	2019	Pilot study
ND024	Niphargus_luchoffmanni	87	J	8.4	47.3	23	5	2019	Pilot study
ND025	Niphargus_tonywhitteni	29	N	8.4	47.3	16	5	2019	Pilot study
ND026	Niphargus_thienemanni	1	M	8.4	47.3	23	5	2019	Pilot study
ND027	Niphargus_thienemanni	1	M	8.4	47.3	16	5	2019	Pilot study
ND028	Niphargus_fontanus	22	C	8.4	47.5	24	4	2019	Pilot study
ND029	Niphargus_fontanus	13	D	7.9	47.1	31	5	2019	Pilot study
ND030	Niphargus_tonywhitteni	15	N	7.4	47.2	3	5	2019	Pilot study
ND031	Niphargus_fontanus	17	C	7.9	47.4	15	4	2019	Pilot study
ND033	Niphargus_fontanus	17	C	7.9	47.4	29	4	2019	Pilot study
ND034	Niphargus_fontanus	17	C	8.4	47.4	22	5	2019	Pilot study
ND035	Niphargus_fontanus	17	C	8.4	47.4	22	5	2019	Pilot study
ND036	Niphargus_luchoffmanni	4	E	7.5	46.8	9	5	2019	Pilot study
ND037	Niphargus_auerbachi	28	B	7.5	46.8	9	5	2019	Pilot study
ND040	Niphargus_fontanus	15	D	7.8	47.5	8	5	2019	Pilot study
ND044	Niphargus_tonywhitteni	30	N	7.7	47.4	28	5	2019	Pilot study
ND045	Niphargus_fontanus	24	C	7.8	47.4	27	5	2019	Pilot study
ND046	Niphargus_fontanus	22	C	7.8	47.5	8	5	2019	Pilot study
ND048	Niphargus_tonywhitteni	1	O	8.8	47.3	6	6	2019	Mined from GenBank
ND453	Niphargus_luchoffmanni	35	J	9.4	47.2	31	7	2019	Pilot study
ND456	Niphargus_luchoffmanni	88	J	9.4	47.3	2	8	2019	Pilot study
ND458	Niphargus_luchoffmanni	35	J	9.4	47.3	6	8	2019	Pilot study
ND459	Niphargus_luchoffmanni	89	K	9.4	47.3	6	8	2019	Pilot study
ND460	Niphargus_luchoffmanni	90	F	7.5	46.6	15	7	2019	Pilot study
