Individual	species	haplotype	Clade	longitude	latitude	day	month	year	data_source
22161	Niphargus_luchoffmanni	30	I	9.1	47.2	4	5	2021	Countrywide study
22162	Niphargus_luchoffmanni	34	J	9.1	47.2	4	5	2021	Countrywide study
22163	Niphargus_luchoffmanni	30	I	9.1	47.2	4	5	2021	Countrywide study
22164	Niphargus_luchoffmanni	32	J	9.1	47.2	11	5	2021	Countrywide study
22165	Niphargus_luchoffmanni	34	J	9.1	47.2	11	5	2021	Countrywide study
22166	Niphargus_luchoffmanni	34	J	9.1	47.2	18	5	2021	Countrywide study
22167	Niphargus_luchoffmanni	34	J	9.1	47.2	18	5	2021	Countrywide study
22168	Niphargus_luchoffmanni	32	J	9.1	47.2	18	5	2021	Countrywide study
22169	Niphargus_luchoffmanni	34	J	9.1	47.2	18	5	2021	Countrywide study
22170	Niphargus_luchoffmanni	27	J	9.5	47.3	15	3	2021	Countrywide study
22171	Niphargus_luchoffmanni	27	J	9.5	47.3	15	3	2021	Countrywide study
22172	Niphargus_luchoffmanni	35	J	9.5	47.3	15	3	2021	Countrywide study
22173	Niphargus_luchoffmanni	27	J	9.5	47.3	15	3	2021	Countrywide study
22174	Niphargus_luchoffmanni	35	J	9.5	47.3	15	3	2021	Countrywide study
22175	Niphargus_luchoffmanni	27	J	9.5	47.3	15	3	2021	Countrywide study
22176	Niphargus_luchoffmanni	27	J	9.5	47.3	15	3	2021	Countrywide study
22177	Niphargus_luchoffmanni	35	J	9.5	47.3	15	3	2021	Countrywide study
22179	Niphargus_luchoffmanni	35	J	9.5	47.3	15	3	2021	Countrywide study
22180	Niphargus_luchoffmanni	27	J	9.5	47.3	22	3	2021	Countrywide study
22181	Niphargus_luchoffmanni	27	J	9.5	47.3	22	3	2021	Countrywide study
22182	Niphargus_luchoffmanni	35	J	9.5	47.3	22	3	2021	Countrywide study
22183	Niphargus_luchoffmanni	27	J	9.5	47.3	22	3	2021	Countrywide study
22184	Niphargus_luchoffmanni	35	J	9.5	47.3	22	3	2021	Countrywide study
22186	Niphargus_luchoffmanni	27	J	9.5	47.3	29	3	2021	Countrywide study
22187	Niphargus_luchoffmanni	27	J	9.5	47.3	29	3	2021	Countrywide study
22188	Niphargus_luchoffmanni	35	J	9.5	47.3	29	3	2021	Countrywide study
22190	Niphargus_luchoffmanni	36	J	9.4	46.9	12	5	2021	Countrywide study
22191	Niphargus_luchoffmanni	36	J	9.4	46.9	12	5	2021	Countrywide study
22192	Niphargus_luchoffmanni	36	J	9.4	46.9	12	5	2021	Countrywide study
22193	Niphargus_luchoffmanni	36	J	9.4	46.9	21	5	2021	Countrywide study
22194	Niphargus_luchoffmanni	36	J	9.4	46.9	21	5	2021	Countrywide study
22198	Niphargus_luchoffmanni	36	J	9.4	46.9	21	5	2021	Countrywide study
22199	Niphargus_luchoffmanni	36	J	9.4	46.9	21	5	2021	Countrywide study
22200	Niphargus_luchoffmanni	36	J	9.4	46.9	27	5	2021	Countrywide study
22201	Niphargus_luchoffmanni	36	J	9.4	46.9	27	5	2021	Countrywide study
22202	Niphargus_luchoffmanni	36	J	9.4	46.9	27	5	2021	Countrywide study
22204	Niphargus_thienemanni	2	M	9.4	46.9	27	5	2021	Countrywide study
22205	Niphargus_luchoffmanni	29	J	9.0	47.1	22	3	2021	Countrywide study
22206	Niphargus_luchoffmanni	37	J	9.0	47.1	22	3	2021	Countrywide study
22207	Niphargus_luchoffmanni	38	J	9.0	47.1	29	3	2021	Countrywide study
22208	Niphargus_luchoffmanni	29	J	9.0	47.1	29	3	2021	Countrywide study
22209	Niphargus_luchoffmanni	38	J	9.0	47.1	29	3	2021	Countrywide study
22210	Niphargus_luchoffmanni	31	I	9.0	47.1	29	3	2021	Countrywide study
22211	Niphargus_thienemanni	2	M	9.0	47.1	29	3	2021	Countrywide study
22212	Niphargus_luchoffmanni	38	J	9.0	47.1	29	3	2021	Countrywide study
22213	Niphargus_luchoffmanni	38	J	9.0	47.1	29	3	2021	Countrywide study
22215	Niphargus_luchoffmanni	31	I	9.0	47.1	29	3	2021	Countrywide study
22216	Niphargus_luchoffmanni	39	J	9.0	47.1	6	4	2021	Countrywide study
22217	Niphargus_thienemanni	7	L	9.0	47.1	6	4	2021	Countrywide study
22218	Niphargus_thienemanni	2	M	9.0	47.4	11	3	2021	Countrywide study
22219	Niphargus_luchoffmanni	40	J	8.9	47.2	31	3	2021	Countrywide study
22220	Niphargus_luchoffmanni	41	J	8.9	47.2	12	4	2021	Countrywide study
22221	Niphargus_luchoffmanni	40	J	8.9	47.2	12	4	2021	Countrywide study
22222	Niphargus_luchoffmanni	40	J	8.9	47.2	26	4	2021	Countrywide study
22223	Niphargus_auerbachi	2	A	9.3	47.4	7	4	2021	Countrywide study
22224	Niphargus_auerbachi	2	A	9.3	47.4	7	4	2021	Countrywide study
22225	Niphargus_thienemanni	14	M	9.3	47.4	7	4	2021	Countrywide study
22226	Niphargus_auerbachi	2	A	9.3	47.4	7	4	2021	Countrywide study
22228	Niphargus_thienemanni	14	M	9.3	47.4	7	4	2021	Countrywide study
22229	Niphargus_auerbachi	14	A	9.3	47.4	7	4	2021	Countrywide study
22230	Niphargus_auerbachi	15	A	9.3	47.4	7	4	2021	Countrywide study
22231	Niphargus_auerbachi	2	A	9.3	47.4	7	4	2021	Countrywide study
22234	Niphargus_thienemanni	14	M	9.3	47.4	7	4	2021	Countrywide study
22235	Niphargus_auerbachi	2	A	9.3	47.4	7	4	2021	Countrywide study
22240	Niphargus_auerbachi	16	A	9.3	47.4	7	4	2021	Countrywide study
22243	Niphargus_auerbachi	2	A	9.3	47.4	7	4	2021	Countrywide study
22244	Niphargus_thienemanni	14	M	9.3	47.4	7	4	2021	Countrywide study
22245	Niphargus_luchoffmanni	42	I	8.7	47.0	23	4	2021	Countrywide study
22246	Niphargus_luchoffmanni	43	I	8.7	47.0	23	4	2021	Countrywide study
22247	Niphargus_luchoffmanni	43	I	8.7	47.0	23	4	2021	Countrywide study
22248	Niphargus_luchoffmanni	43	I	8.7	47.0	23	4	2021	Countrywide study
22249	Niphargus_luchoffmanni	44	I	8.7	47.0	23	4	2021	Countrywide study
22250	Niphargus_luchoffmanni	45	None	8.7	47.0	23	4	2021	Countrywide study
22251	Niphargus_luchoffmanni	46	I	8.7	47.0	23	4	2021	Countrywide study
22252	Niphargus_luchoffmanni	43	I	8.7	47.0	30	4	2021	Countrywide study
22253	Niphargus_luchoffmanni	43	I	8.7	47.0	30	4	2021	Countrywide study
22254	Niphargus_luchoffmanni	43	I	8.7	47.0	30	4	2021	Countrywide study
22255	Niphargus_luchoffmanni	43	I	8.7	47.0	30	4	2021	Countrywide study
22256	Niphargus_luchoffmanni	43	I	8.7	47.0	30	4	2021	Countrywide study
22257	Niphargus_luchoffmanni	43	I	8.7	47.0	30	4	2021	Countrywide study
22258	Niphargus_luchoffmanni	43	I	8.7	47.0	30	4	2021	Countrywide study
22259	Niphargus_luchoffmanni	43	I	8.7	47.0	30	4	2021	Countrywide study
22260	Niphargus_luchoffmanni	43	I	8.7	47.0	30	4	2021	Countrywide study
22261	Niphargus_luchoffmanni	43	I	8.7	47.0	30	4	2021	Countrywide study
22263	Niphargus_luchoffmanni	43	I	8.7	47.0	30	4	2021	Countrywide study
22264	Niphargus_luchoffmanni	43	I	8.7	47.0	30	4	2021	Countrywide study
22265	Niphargus_luchoffmanni	3	F	8.7	47.0	30	4	2021	Countrywide study
22266	Niphargus_luchoffmanni	43	I	8.7	47.0	30	4	2021	Countrywide study
22267	Niphargus_luchoffmanni	43	I	8.7	47.0	30	4	2021	Countrywide study
22268	Niphargus_luchoffmanni	43	I	8.7	47.0	30	4	2021	Countrywide study
22269	Niphargus_luchoffmanni	43	I	8.7	47.0	30	4	2021	Countrywide study
22270	Niphargus_luchoffmanni	45	None	8.7	47.0	30	4	2021	Countrywide study
22271	Niphargus_luchoffmanni	43	I	8.7	47.0	6	5	2021	Countrywide study
22272	Niphargus_luchoffmanni	43	I	8.7	47.0	6	5	2021	Countrywide study
22273	Niphargus_luchoffmanni	43	I	8.7	47.0	6	5	2021	Countrywide study
22274	Niphargus_luchoffmanni	43	I	8.7	47.0	6	5	2021	Countrywide study
22275	Niphargus_luchoffmanni	43	I	8.7	47.0	6	5	2021	Countrywide study
22276	Niphargus_luchoffmanni	3	F	8.7	47.0	6	5	2021	Countrywide study
22277	Niphargus_luchoffmanni	3	F	8.7	47.0	6	5	2021	Countrywide study
22278	Niphargus_luchoffmanni	43	I	8.7	47.0	6	5	2021	Countrywide study
22279	Niphargus_luchoffmanni	43	I	8.7	47.0	6	5	2021	Countrywide study
22280	Niphargus_luchoffmanni	43	I	8.7	47.0	6	5	2021	Countrywide study
22281	Niphargus_luchoffmanni	43	I	8.7	47.0	6	5	2021	Countrywide study
22283	Niphargus_luchoffmanni	43	I	8.7	47.0	14	5	2021	Countrywide study
22284	Niphargus_luchoffmanni	43	I	8.7	47.0	14	5	2021	Countrywide study
22285	Niphargus_luchoffmanni	43	I	8.7	47.0	14	5	2021	Countrywide study
22287	Niphargus_luchoffmanni	47	I	8.7	47.0	14	5	2021	Countrywide study
22288	Niphargus_luchoffmanni	43	I	8.7	47.0	14	5	2021	Countrywide study
22291	Niphargus_luchoffmanni	43	I	8.7	47.0	14	5	2021	Countrywide study
22292	Niphargus_luchoffmanni	43	I	8.7	47.0	14	5	2021	Countrywide study
22293	Niphargus_luchoffmanni	48	I	8.7	47.0	14	5	2021	Countrywide study
22294	Niphargus_luchoffmanni	3	F	8.7	47.0	14	5	2021	Countrywide study
22295	Niphargus_luchoffmanni	43	I	8.7	47.0	14	5	2021	Countrywide study
22301	Niphargus_luchoffmanni	49	J	9.5	47.4	22	3	2021	Countrywide study
22303	Niphargus_luchoffmanni	27	J	9.5	47.4	22	3	2021	Countrywide study
22305	Niphargus_luchoffmanni	27	J	9.5	47.4	29	3	2021	Countrywide study
22306	Niphargus_luchoffmanni	28	K	9.5	47.4	29	3	2021	Countrywide study
22307	Niphargus_thienemanni	12	M	9.5	47.4	29	3	2021	Countrywide study
22308	Niphargus_luchoffmanni	27	J	9.5	47.4	29	3	2021	Countrywide study
22309	Niphargus_luchoffmanni	27	J	9.5	47.4	19	4	2021	Countrywide study
22310	Niphargus_luchoffmanni	27	J	9.5	47.4	22	3	2021	Countrywide study
22311	Niphargus_luchoffmanni	27	J	9.5	47.4	22	3	2021	Countrywide study
22313	Niphargus_luchoffmanni	27	J	9.5	47.4	22	3	2021	Countrywide study
22314	Niphargus_luchoffmanni	27	J	9.5	47.4	29	3	2021	Countrywide study
22318	Niphargus_luchoffmanni	27	J	9.5	47.4	19	4	2021	Countrywide study
22320	Niphargus_tonywhitteni	1	O	8.8	47.6	25	3	2021	Countrywide study
22321	Niphargus_tonywhitteni	1	O	8.8	47.6	1	4	2021	Countrywide study
22323	Niphargus_auerbachi	17	B	7.4	47.1	28	4	2021	Countrywide study
22324	Niphargus_auerbachi	17	B	7.4	47.1	28	4	2021	Countrywide study
22325	Niphargus_luchoffmanni	50	G	7.0	47.1	21	4	2021	Countrywide study
22326	Niphargus_luchoffmanni	50	G	7.0	47.1	21	4	2021	Countrywide study
22327	Niphargus_luchoffmanni	50	G	7.0	47.1	21	4	2021	Countrywide study
22328	Niphargus_luchoffmanni	50	G	7.0	47.1	21	4	2021	Countrywide study
22329	Niphargus_luchoffmanni	50	G	7.0	47.1	21	4	2021	Countrywide study
22330	Niphargus_luchoffmanni	50	G	7.0	47.1	21	4	2021	Countrywide study
22335	Niphargus_luchoffmanni	50	G	7.0	47.1	12	5	2021	Countrywide study
22336	Niphargus_luchoffmanni	50	G	7.0	47.1	12	5	2021	Countrywide study
22338	Niphargus_luchoffmanni	5	F	7.8	46.7	15	5	2021	Countrywide study
22339	Niphargus_luchoffmanni	5	F	7.8	46.7	15	5	2021	Countrywide study
22340	Niphargus_luchoffmanni	5	F	7.8	46.7	21	5	2021	Countrywide study
22341	Niphargus_luchoffmanni	5	F	7.8	46.7	21	5	2021	Countrywide study
22342	Niphargus_luchoffmanni	5	F	7.8	46.7	28	5	2021	Countrywide study
22343	Niphargus_luchoffmanni	2	F	7.9	46.6	18	5	2021	Countrywide study
22344	Niphargus_luchoffmanni	2	F	7.9	46.6	11	6	2021	Countrywide study
22345	Niphargus_luchoffmanni	2	F	7.9	46.6	11	6	2021	Countrywide study
22346	Niphargus_luchoffmanni	4	E	7.6	46.8	1	6	2021	Countrywide study
22347	Niphargus_luchoffmanni	4	E	7.6	46.8	1	6	2021	Countrywide study
22348	Niphargus_luchoffmanni	4	E	7.6	46.8	10	6	2021	Countrywide study
22351	Niphargus_luchoffmanni	51	F	7.4	46.6	3	5	2021	Countrywide study
22352	Niphargus_luchoffmanni	51	F	7.4	46.6	3	5	2021	Countrywide study
22353	Niphargus_luchoffmanni	51	F	7.4	46.6	3	5	2021	Countrywide study
22354	Niphargus_luchoffmanni	51	F	7.4	46.6	3	5	2021	Countrywide study
22356	Niphargus_luchoffmanni	51	F	7.4	46.6	10	5	2021	Countrywide study
22357	Niphargus_luchoffmanni	51	F	7.4	46.6	10	5	2021	Countrywide study
22358	Niphargus_luchoffmanni	51	F	7.4	46.6	10	5	2021	Countrywide study
22359	Niphargus_luchoffmanni	51	F	7.4	46.6	10	5	2021	Countrywide study
22360	Niphargus_luchoffmanni	51	F	7.4	46.6	10	5	2021	Countrywide study
22361	Niphargus_luchoffmanni	52	F	7.4	46.6	17	5	2021	Countrywide study
22362	Niphargus_luchoffmanni	51	F	7.4	46.6	17	5	2021	Countrywide study
22363	Niphargus_luchoffmanni	2	F	8.2	46.6	15	6	2021	Countrywide study
22364	Niphargus_luchoffmanni	53	F	7.3	46.7	17	5	2021	Countrywide study
22365	Niphargus_luchoffmanni	53	F	7.3	46.7	17	5	2021	Countrywide study
22366	Niphargus_luchoffmanni	53	F	7.3	46.7	17	5	2021	Countrywide study
22368	Niphargus_luchoffmanni	54	F	7.3	46.7	27	5	2021	Countrywide study
22369	Niphargus_luchoffmanni	54	F	7.3	46.7	27	5	2021	Countrywide study
22372	Niphargus_luchoffmanni	51	F	7.5	46.7	23	6	2021	Countrywide study
22375	Niphargus_luchoffmanni	5	F	7.6	46.7	29	5	2021	Countrywide study
22377	Niphargus_luchoffmanni	5	F	7.6	46.7	5	6	2021	Countrywide study
22378	Niphargus_luchoffmanni	5	F	7.6	46.7	5	6	2021	Countrywide study
22379	Niphargus_luchoffmanni	5	F	7.6	46.7	12	6	2021	Countrywide study
22380	Niphargus_luchoffmanni	5	F	7.6	46.7	19	6	2021	Countrywide study
22382	Niphargus_thienemanni	2	M	7.7	47.0	24	4	2021	Countrywide study
22383	Niphargus_thienemanni	2	M	7.7	47.0	24	4	2021	Countrywide study
22384	Niphargus_thienemanni	2	M	7.7	47.0	17	5	2021	Countrywide study
22385	Niphargus_thienemanni	2	M	7.7	47.0	17	5	2021	Countrywide study
22386	Niphargus_fontanus	13	D	7.8	47.0	25	5	2021	Countrywide study
22387	Niphargus_auerbachi	18	B	7.7	47.1	8	6	2021	Countrywide study
22401	Niphargus_luchoffmanni	55	F	6.9	46.3	9	8	2021	Countrywide study
22402	Niphargus_luchoffmanni	55	F	6.9	46.3	9	8	2021	Countrywide study
22403	Niphargus_luchoffmanni	56	F	6.9	46.3	9	8	2021	Countrywide study
22404	Niphargus_luchoffmanni	55	F	6.9	46.3	9	8	2021	Countrywide study
22405	Niphargus_luchoffmanni	56	F	6.9	46.3	9	8	2021	Countrywide study
22406	Niphargus_luchoffmanni	55	F	6.9	46.3	9	8	2021	Countrywide study
22407	Niphargus_luchoffmanni	56	F	6.9	46.3	9	8	2021	Countrywide study
22408	Niphargus_luchoffmanni	55	F	6.9	46.3	9	8	2021	Countrywide study
22409	Niphargus_luchoffmanni	57	F	6.9	46.3	9	8	2021	Countrywide study
22410	Niphargus_luchoffmanni	55	F	6.9	46.3	9	8	2021	Countrywide study
22412	Niphargus_thienemanni	21	M	9.4	47.1	21	7	2021	Countrywide study
22415	Niphargus_auerbachi	18	B	8.2	47.1	18	8	2021	Countrywide study
22417	Niphargus_luchoffmanni	22	E	8.2	47.0	23	7	2021	Countrywide study
22419	Niphargus_luchoffmanni	58	None	8.2	47.0	8	7	2021	Countrywide study
22420	Niphargus_luchoffmanni	22	E	8.2	47.0	8	7	2021	Countrywide study
22421	Niphargus_luchoffmanni	22	E	8.2	47.0	8	7	2021	Countrywide study
22422	Niphargus_luchoffmanni	58	None	8.2	47.0	8	7	2021	Countrywide study
22423	Niphargus_luchoffmanni	22	E	8.2	47.0	15	7	2021	Countrywide study
22424	Niphargus_luchoffmanni	22	E	8.2	47.0	23	7	2021	Countrywide study
22425	Niphargus_luchoffmanni	22	E	8.2	47.0	23	7	2021	Countrywide study
22427	Niphargus_luchoffmanni	27	J	9.7	46.9	23	8	2021	Countrywide study
22428	Niphargus_luchoffmanni	27	J	9.7	46.9	23	8	2021	Countrywide study
22429	Niphargus_luchoffmanni	27	J	9.7	46.9	23	7	2021	Countrywide study
22430	Niphargus_luchoffmanni	27	J	9.7	46.9	23	7	2021	Countrywide study
22431	Niphargus_luchoffmanni	27	J	9.7	46.9	16	8	2021	Countrywide study
22432	Niphargus_luchoffmanni	27	J	9.7	46.9	23	8	2021	Countrywide study
22433	Niphargus_luchoffmanni	27	J	9.7	46.9	23	8	2021	Countrywide study
22434	Niphargus_luchoffmanni	27	J	9.7	46.9	23	8	2021	Countrywide study
22441	Niphargus_luchoffmanni	43	I	8.7	47.0	30	4	2021	Countrywide study
22447	Niphargus_fontanus	14	C	7.2	47.3	26	5	2021	Countrywide study
22460	Niphargus_luchoffmanni	59	G	6.9	47.2	25	5	2021	Countrywide study
22461	Niphargus_luchoffmanni	60	G	6.9	47.2	25	5	2021	Countrywide study
22481	Niphargus_luchoffmanni	61	G	6.7	46.9	14	7	2021	Countrywide study
22482	Niphargus_luchoffmanni	62	G	6.7	46.9	14	7	2021	Countrywide study
22484	Niphargus_luchoffmanni	61	G	6.7	46.9	14	7	2021	Countrywide study
22522	Niphargus_luchoffmanni	55	F	6.9	46.3	16	8	2021	Countrywide study
22523	Niphargus_luchoffmanni	55	F	6.9	46.3	16	8	2021	Countrywide study
22524	Niphargus_luchoffmanni	55	F	6.9	46.3	30	8	2021	Countrywide study
22525	Niphargus_luchoffmanni	55	F	6.9	46.3	30	8	2021	Countrywide study
22526	Niphargus_luchoffmanni	55	F	6.9	46.3	30	8	2021	Countrywide study
22527	Niphargus_luchoffmanni	52	F	7.1	46.7	4	8	2021	Countrywide study
22528	Niphargus_luchoffmanni	63	F	7.1	46.7	4	8	2021	Countrywide study
22529	Niphargus_luchoffmanni	63	F	7.1	46.7	11	8	2021	Countrywide study
22530	Niphargus_luchoffmanni	52	F	7.1	46.7	11	8	2021	Countrywide study
22531	Niphargus_luchoffmanni	63	F	7.1	46.7	18	8	2021	Countrywide study
22532	Niphargus_luchoffmanni	63	F	7.1	46.7	25	8	2021	Countrywide study
22533	Niphargus_luchoffmanni	52	F	7.1	46.7	25	8	2021	Countrywide study
22534	Niphargus_luchoffmanni	52	F	7.1	46.7	25	8	2021	Countrywide study
22535	Niphargus_luchoffmanni	63	F	7.1	46.7	2	9	2021	Countrywide study
22539	Niphargus_luchoffmanni	64	F	7.1	46.3	23	8	2021	Countrywide study
22540	Niphargus_luchoffmanni	64	F	7.1	46.3	23	8	2021	Countrywide study
22541	Niphargus_luchoffmanni	64	F	7.1	46.3	23	8	2021	Countrywide study
22542	Niphargus_luchoffmanni	64	F	7.1	46.3	23	8	2021	Countrywide study
22543	Niphargus_luchoffmanni	64	F	7.1	46.3	2	9	2021	Countrywide study
22544	Niphargus_luchoffmanni	64	F	7.1	46.3	2	9	2021	Countrywide study
22545	Niphargus_luchoffmanni	64	F	7.1	46.3	2	9	2021	Countrywide study
22546	Niphargus_luchoffmanni	64	F	7.1	46.3	2	9	2021	Countrywide study
22548	Niphargus_luchoffmanni	64	F	7.1	46.3	2	9	2021	Countrywide study
22549	Niphargus_luchoffmanni	64	F	7.1	46.3	2	9	2021	Countrywide study
22550	Niphargus_luchoffmanni	64	F	7.1	46.3	2	9	2021	Countrywide study
22551	Niphargus_luchoffmanni	64	F	7.1	46.3	2	9	2021	Countrywide study
22552	Niphargus_luchoffmanni	64	F	7.1	46.3	2	9	2021	Countrywide study
22553	Niphargus_luchoffmanni	64	F	7.1	46.3	10	9	2021	Countrywide study
22554	Niphargus_luchoffmanni	64	F	7.1	46.3	10	9	2021	Countrywide study
22555	Niphargus_luchoffmanni	64	F	7.1	46.3	10	9	2021	Countrywide study
22556	Niphargus_luchoffmanni	64	F	7.1	46.3	10	9	2021	Countrywide study
22557	Niphargus_luchoffmanni	64	F	7.1	46.3	10	9	2021	Countrywide study
22558	Niphargus_luchoffmanni	64	F	7.1	46.3	10	9	2021	Countrywide study
22587	Niphargus_luchoffmanni	64	F	7.1	46.3	2	9	2021	Countrywide study
22615	Niphargus_thienemanni	2	M	9.6	46.7	24	8	2021	Countrywide study
22616	Niphargus_thienemanni	2	M	9.6	46.7	24	8	2021	Countrywide study
22617	Niphargus_thienemanni	2	M	9.6	46.7	24	8	2021	Countrywide study
22618	Niphargus_thienemanni	2	M	9.6	46.7	24	8	2021	Countrywide study
22619	Niphargus_thienemanni	2	M	9.6	46.7	24	8	2021	Countrywide study
22620	Niphargus_thienemanni	2	M	9.6	46.7	24	8	2021	Countrywide study
22621	Niphargus_thienemanni	2	M	9.6	46.7	24	8	2021	Countrywide study
22622	Niphargus_thienemanni	2	M	9.6	46.7	24	8	2021	Countrywide study
22623	Niphargus_thienemanni	2	M	9.6	46.7	24	8	2021	Countrywide study
22624	Niphargus_thienemanni	2	M	9.6	46.7	31	8	2021	Countrywide study
22625	Niphargus_thienemanni	2	M	9.6	46.7	31	8	2021	Countrywide study
22626	Niphargus_thienemanni	2	M	9.6	46.7	31	8	2021	Countrywide study
22627	Niphargus_thienemanni	2	M	9.6	46.7	31	8	2021	Countrywide study
22628	Niphargus_thienemanni	2	M	9.6	46.7	31	8	2021	Countrywide study
22629	Niphargus_thienemanni	2	M	9.6	46.7	31	8	2021	Countrywide study
22630	Niphargus_thienemanni	2	M	9.6	46.7	31	8	2021	Countrywide study
22631	Niphargus_thienemanni	2	M	9.6	46.7	31	8	2021	Countrywide study
22632	Niphargus_thienemanni	2	M	9.6	46.7	31	8	2021	Countrywide study
22633	Niphargus_thienemanni	2	M	9.6	46.7	31	8	2021	Countrywide study
22634	Niphargus_thienemanni	2	M	9.6	46.7	31	8	2021	Countrywide study
22635	Niphargus_thienemanni	2	M	9.6	46.7	31	8	2021	Countrywide study
22636	Niphargus_thienemanni	2	M	9.6	46.7	31	8	2021	Countrywide study
22637	Niphargus_thienemanni	2	M	9.6	46.7	7	9	2021	Countrywide study
22638	Niphargus_thienemanni	2	M	9.6	46.7	7	9	2021	Countrywide study
22639	Niphargus_thienemanni	2	M	9.6	46.7	7	9	2021	Countrywide study
22640	Niphargus_thienemanni	2	M	9.6	46.7	7	9	2021	Countrywide study
22641	Niphargus_thienemanni	2	M	9.6	46.7	7	9	2021	Countrywide study
22642	Niphargus_thienemanni	2	M	9.6	46.7	7	9	2021	Countrywide study
22643	Niphargus_thienemanni	2	M	9.6	46.7	7	9	2021	Countrywide study
22644	Niphargus_thienemanni	2	M	9.6	46.7	7	9	2021	Countrywide study
22645	Niphargus_thienemanni	2	M	9.6	46.7	7	9	2021	Countrywide study
22646	Niphargus_thienemanni	2	M	9.6	46.7	7	9	2021	Countrywide study
22647	Niphargus_thienemanni	2	M	9.6	46.7	7	9	2021	Countrywide study
22648	Niphargus_thienemanni	2	M	9.6	46.7	7	9	2021	Countrywide study
22649	Niphargus_thienemanni	2	M	9.2	46.8	10	9	2021	Countrywide study
22651	Niphargus_auerbachi	19	None	6.7	46.5	5	8	2021	Countrywide study
22655	Niphargus_auerbachi	19	None	6.7	46.5	5	8	2021	Countrywide study
22671	Niphargus_luchoffmanni	27	J	9.6	46.9	8	8	2021	Countrywide study
22672	Niphargus_luchoffmanni	27	J	9.6	46.9	8	8	2021	Countrywide study
22673	Niphargus_thienemanni	2	M	9.6	46.9	15	8	2021	Countrywide study
22674	Niphargus_luchoffmanni	28	K	9.6	46.9	22	8	2021	Countrywide study
22675	Niphargus_thienemanni	2	M	9.6	46.9	22	8	2021	Countrywide study
22676	Niphargus_thienemanni	2	M	9.6	46.9	29	8	2021	Countrywide study
22677	Niphargus_luchoffmanni	27	J	9.6	46.9	5	9	2021	Countrywide study
22679	Niphargus_luchoffmanni	27	J	9.6	46.9	12	9	2021	Countrywide study
22680	Niphargus_luchoffmanni	27	J	9.6	46.9	12	9	2021	Countrywide study
22683	Niphargus_luchoffmanni	28	K	9.4	46.7	11	8	2021	Countrywide study
22684	Niphargus_thienemanni	2	M	9.4	46.7	18	8	2021	Countrywide study
22685	Niphargus_luchoffmanni	28	K	9.4	46.7	18	8	2021	Countrywide study
22686	Niphargus_thienemanni	2	M	9.4	46.7	1	9	2021	Countrywide study
22689	Niphargus_luchoffmanni	56	F	6.9	46.1	5	8	2021	Countrywide study
22692	Niphargus_luchoffmanni	65	F	6.8	46.2	13	8	2021	Countrywide study
22693	Niphargus_luchoffmanni	65	F	6.8	46.2	13	8	2021	Countrywide study
22694	Niphargus_luchoffmanni	55	F	6.8	46.2	20	8	2021	Countrywide study
22695	Niphargus_luchoffmanni	55	F	6.8	46.2	20	8	2021	Countrywide study
22699	Niphargus_luchoffmanni	66	F	6.8	46.2	20	8	2021	Countrywide study
22700	Niphargus_luchoffmanni	55	F	6.9	46.1	30	8	2021	Countrywide study
22701	Niphargus_luchoffmanni	65	F	6.8	46.2	30	8	2021	Countrywide study
22703	Niphargus_luchoffmanni	67	F	6.8	46.2	8	9	2021	Countrywide study
22713	Niphargus_thienemanni	2	M	7.9	46.5	9	9	2021	Countrywide study
22714	Niphargus_thienemanni	2	M	7.9	46.5	9	9	2021	Countrywide study
22715	Niphargus_thienemanni	2	M	7.9	46.5	10	9	2021	Countrywide study
22716	Niphargus_thienemanni	2	M	7.9	46.5	10	9	2021	Countrywide study
22717	Niphargus_luchoffmanni	68	F	7.9	46.5	17	9	2021	Countrywide study
22718	Niphargus_thienemanni	2	M	7.9	46.5	17	9	2021	Countrywide study
22720	Niphargus_luchoffmanni	68	F	7.9	46.5	17	9	2021	Countrywide study
22722	Niphargus_luchoffmanni	69	F	7.9	46.5	24	9	2021	Countrywide study
22723	Niphargus_thienemanni	2	M	7.9	46.5	24	9	2021	Countrywide study
22724	Niphargus_luchoffmanni	68	F	7.9	46.5	4	10	2021	Countrywide study
22725	Niphargus_thienemanni	2	M	7.9	46.5	4	10	2021	Countrywide study
22726	Niphargus_thienemanni	2	M	7.9	46.5	4	10	2021	Countrywide study
22727	Niphargus_thienemanni	2	M	7.9	46.5	23	9	2021	Countrywide study
22728	Niphargus_thienemanni	2	M	9.7	46.8	13	9	2021	Countrywide study
22729	Niphargus_luchoffmanni	27	J	9.7	46.8	20	9	2021	Countrywide study
22730	Niphargus_luchoffmanni	27	J	9.7	46.8	20	9	2021	Countrywide study
22731	Niphargus_luchoffmanni	27	J	9.7	46.8	27	9	2021	Countrywide study
22732	Niphargus_luchoffmanni	27	J	9.7	46.8	30	9	2021	Countrywide study
22733	Niphargus_luchoffmanni	27	J	9.7	46.8	30	9	2021	Countrywide study
22734	Niphargus_thienemanni	2	M	9.1	46.6	30	9	2021	Countrywide study
22735	Niphargus_thienemanni	2	M	9.1	46.6	30	9	2021	Countrywide study
22736	Niphargus_thienemanni	2	M	9.1	46.6	30	9	2021	Countrywide study
22737	Niphargus_thienemanni	2	M	9.1	46.6	7	10	2021	Countrywide study
