Individual	longitude	latitude	species	Haplotype_available
11452	8.63	47.50	Niphargus_sp.	No
11453	8.63	47.50	NA	No
11454	8.63	47.50	NA	No
11455	8.63	47.50	NA	No
11456	8.63	47.50	NA	No
11457	8.63	47.50	NA	No
11458	8.63	47.50	NA	No
11459	8.63	47.50	NA	No
11460	8.64	47.50	Niphargus_sp.	No
11461	8.64	47.49	NA	No
11462	8.64	47.49	Niphargus_sp.	No
11463	8.64	47.49	NA	No
11464	8.64	47.50	NA	No
11465	8.82	47.47	NA	No
11466	8.82	47.48	Niphargus_sp.	No
11467	8.83	47.47	NA	No
11468	8.82	47.47	Niphargus_sp.	No
11469	8.82	47.48	Niphargus_sp.	No
11470	8.82	47.47	NA	No
11471	8.83	47.47	NA	No
11472	8.82	47.47	NA	No
11473	8.83	47.46	NA	No
11474	8.83	47.46	NA	No
11475	8.83	47.46	NA	No
11476	8.83	47.46	NA	No
11477	8.83	47.46	NA	No
11478	8.83	47.46	Niphargus_sp.	No
11479	8.85	47.46	NA	No
11480	8.85	47.46	NA	No
11481	8.85	47.46	Niphargus_sp.	No
11482	8.85	47.47	NA	No
11483	8.85	47.47	NA	No
11484	8.85	47.47	NA	No
11485	8.85	47.47	Niphargus_sp.	No
11486	8.85	47.47	NA	No
11487	8.85	47.47	NA	No
11488	8.84	47.46	NA	No
11489	8.84	47.46	NA	No
11490	8.84	47.46	NA	No
11491	8.85	47.46	NA	No
11492	8.85	47.46	NA	No
11493	8.85	47.46	Niphargus_sp.	No
11494	8.85	47.46	NA	No
11495	8.85	47.46	NA	No
11496	8.85	47.46	NA	No
11497	8.90	47.39	NA	No
11498	8.90	47.39	NA	No
11499	8.90	47.39	NA	No
11500	8.92	47.39	NA	No
11501	8.92	47.39	NA	No
11502	8.91	47.39	NA	No
11503	8.93	47.37	NA	No
11504	8.93	47.38	NA	No
11505	8.84	47.38	NA	No
11506	8.86	47.36	Niphargus_sp.	No
11507	8.90	47.36	Niphargus_sp.	No
11508	8.88	47.36	NA	No
11509	8.88	47.36	NA	No
11510	8.88	47.35	NA	No
11511	8.88	47.35	Niphargus_sp.	No
11512	8.86	47.36	Niphargus_sp.	No
11513	8.90	47.36	Niphargus_sp.	No
11514	8.88	47.36	NA	No
11515	8.88	47.36	NA	No
11516	8.86	47.36	NA	No
11517	8.90	47.36	Niphargus_sp.	No
11518	8.88	47.36	NA	No
11519	8.88	47.36	NA	No
11520	8.88	47.36	NA	No
11521	8.90	47.36	Niphargus_sp.	No
11522	8.86	47.36	Niphargus_sp.	No
11523	8.88	47.36	NA	No
11524	8.88	47.36	NA	No
11525	8.90	47.36	Niphargus_sp.	No
11526	8.86	47.36	Niphargus_sp.	No
11527	8.88	47.36	NA	No
11528	8.88	47.36	NA	No
11529	8.88	47.36	NA	No
11530	8.88	47.36	NA	No
11531	8.90	47.36	Niphargus_sp.	No
11532	8.86	47.36	NA	No
11533	8.58	47.48	Niphargus_sp.	No
11534	8.59	47.48	NA	No
11535	8.58	47.48	Niphargus_sp.	No
11536	8.59	47.48	NA	No
11537	8.58	47.48	Niphargus_sp.	No
11538	8.59	47.48	NA	No
11539	8.58	47.48	Niphargus_sp.	No
11540	8.58	47.48	Niphargus_sp.	No
11541	8.59	47.48	NA	No
11542	8.59	47.48	NA	No
11543	8.78	47.49	Niphargus_sp.	No
11544	8.78	47.49	NA	No
11545	8.78	47.49	Niphargus_sp.	No
11546	8.78	47.49	Niphargus_sp.	No
11547	8.78	47.49	Niphargus_sp.	No
11548	8.78	47.49	Niphargus_sp.	No
11549	8.78	47.49	Niphargus_sp.	No
11550	8.78	47.49	Niphargus_sp.	No
11551	8.78	47.49	Niphargus_sp.	No
11552	8.78	47.49	Niphargus_sp.	No
11553	8.82	47.49	NA	No
11554	8.82	47.49	NA	No
11555	8.82	47.49	Niphargus_sp.	No
11556	8.82	47.49	NA	No
11557	8.82	47.49	Niphargus_sp.	No
11558	8.89	47.33	NA	No
11559	8.89	47.33	NA	No
11560	8.89	47.33	NA	No
11561	8.89	47.32	NA	No
11562	8.89	47.32	NA	No
11563	8.89	47.32	NA	No
11564	8.86	47.35	NA	No
11565	8.89	47.33	NA	No
11566	8.89	47.33	NA	No
11567	8.89	47.33	NA	No
11568	8.89	47.32	NA	No
11569	8.89	47.32	NA	No
11570	8.89	47.32	NA	No
11571	8.86	47.35	NA	No
11572	8.89	47.33	NA	No
11573	8.89	47.33	NA	No
11574	8.89	47.33	NA	No
11575	8.89	47.32	NA	No
11576	8.89	47.32	NA	No
11577	8.89	47.32	NA	No
11578	8.86	47.35	NA	No
11579	8.89	47.33	NA	No
11580	8.89	47.33	NA	No
11581	8.89	47.33	NA	No
11582	8.89	47.32	NA	No
11583	8.89	47.32	NA	No
11584	8.89	47.32	NA	No
11585	8.86	47.35	NA	No
11586	8.89	47.32	NA	No
11587	8.89	47.32	NA	No
11588	8.89	47.32	NA	No
11589	8.89	47.32	NA	No
11590	8.89	47.32	Niphargus_sp.	No
11591	8.89	47.32	NA	No
11592	8.68	47.49	NA	No
11593	8.66	47.48	NA	No
11594	8.66	47.48	NA	No
11595	8.68	47.46	NA	No
11596	8.66	47.47	NA	No
11597	8.66	47.47	NA	No
11598	8.66	47.47	NA	No
11599	8.68	47.46	NA	No
11600	8.67	47.47	NA	No
11601	8.68	47.46	NA	No
11602	8.67	47.47	NA	No
11603	8.67	47.47	NA	No
11604	8.67	47.47	Niphargus_sp.	No
11605	8.66	47.47	NA	No
11606	8.68	47.46	NA	No
11607	8.68	47.46	NA	No
11608	8.66	47.47	NA	No
11609	8.68	47.46	NA	No
11610	8.68	47.46	NA	No
11611	8.66	47.47	NA	No
11612	8.67	47.47	NA	No
11613	8.66	47.47	NA	No
11614	8.67	47.47	NA	No
11615	8.94	47.32	NA	No
11616	8.94	47.32	NA	No
11617	8.94	47.32	NA	No
11618	8.94	47.32	NA	No
11619	8.94	47.32	NA	No
11620	8.94	47.32	NA	No
11621	8.94	47.32	NA	No
11622	8.94	47.32	NA	No
11623	8.63	47.48	NA	No
11624	8.63	47.48	NA	No
11625	8.63	47.48	NA	No
11626	8.63	47.48	NA	No
11627	8.63	47.48	NA	No
11628	8.63	47.48	NA	No
11629	8.63	47.48	NA	No
11630	8.63	47.48	NA	No
11631	8.62	47.49	NA	No
11632	8.62	47.49	NA	No
11633	8.62	47.49	NA	No
11634	8.62	47.49	NA	No
11635	8.62	47.49	NA	No
11636	8.62	47.49	NA	No
11637	8.62	47.49	NA	No
11638	8.62	47.49	NA	No
11639	8.62	47.49	NA	No
11640	8.62	47.49	NA	No
11641	8.62	47.49	NA	No
11642	8.62	47.49	NA	No
11643	8.86	47.40	Niphargus_sp.	No
11644	8.86	47.40	Niphargus_sp.	No
11645	8.84	47.40	NA	No
11646	8.84	47.40	NA	No
11647	8.86	47.40	Niphargus_sp.	No
11648	8.86	47.40	Niphargus_sp.	No
11649	8.84	47.40	NA	No
11650	8.84	47.40	NA	No
11651	8.86	47.40	Niphargus_sp.	No
11652	8.86	47.40	NA	No
11653	8.84	47.40	NA	No
11654	8.84	47.40	NA	No
11655	8.85	47.39	Niphargus_sp.	No
11656	8.85	47.39	NA	No
11657	8.85	47.39	Niphargus_sp.	No
11658	8.85	47.39	Niphargus_sp.	No
11659	8.85	47.39	NA	No
11660	8.85	47.39	Niphargus_sp.	No
11661	8.85	47.39	NA	No
11662	8.85	47.39	Niphargus_sp.	No
11663	8.85	47.39	NA	No
11664	8.85	47.39	Niphargus_sp.	No
11665	8.71	47.55	NA	No
11666	8.71	47.55	Niphargus_sp.	No
11667	8.71	47.55	NA	No
11668	8.71	47.55	NA	No
11669	8.71	47.55	NA	No
11670	8.71	47.55	NA	No
11671	8.85	47.40	NA	No
11672	8.85	47.40	NA	No
11673	8.85	47.40	NA	No
11674	8.85	47.40	NA	No
11675	8.85	47.40	NA	No
11676	8.85	47.40	NA	No
11677	8.85	47.40	NA	No
11678	8.85	47.40	NA	No
11679	8.85	47.40	NA	No
11680	8.85	47.40	NA	No
11681	8.85	47.40	NA	No
11682	8.85	47.40	NA	No
11683	8.85	47.40	NA	No
11684	8.85	47.40	NA	No
11685	8.85	47.40	NA	No
11686	8.85	47.40	NA	No
11687	8.85	47.40	NA	No
11688	8.85	47.40	NA	No
11689	8.85	47.40	NA	No
11690	8.85	47.40	NA	No
11691	8.85	47.40	NA	No
11692	8.85	47.40	NA	No
11693	8.85	47.40	NA	No
11694	8.85	47.40	NA	No
11695	8.85	47.40	NA	No
11696	8.85	47.40	NA	No
11697	8.85	47.40	NA	No
11698	8.85	47.40	NA	No
11699	8.85	47.40	Niphargus_sp.	No
11700	8.85	47.40	NA	No
11701	8.85	47.40	NA	No
11702	8.85	47.40	NA	No
11703	8.85	47.40	NA	No
11704	8.85	47.40	NA	No
11705	8.85	47.40	NA	No
11706	8.85	47.40	NA	No
11707	8.85	47.40	NA	No
11708	8.85	47.40	Niphargus_sp.	No
11709	8.85	47.40	NA	No
11710	8.85	47.40	Niphargus_sp.	No
11711	8.85	47.40	NA	No
11712	8.85	47.40	NA	No
11713	8.85	47.40	NA	No
11714	8.85	47.40	NA	No
11715	8.85	47.40	Niphargus_sp.	No
11716	8.85	47.40	NA	No
11717	8.85	47.40	NA	No
11718	8.85	47.40	NA	No
11719	8.85	47.40	Niphargus_sp.	No
11720	8.85	47.40	NA	No
11721	8.85	47.40	NA	No
11722	8.82	47.40	NA	No
11723	8.82	47.40	NA	No
11724	8.82	47.40	NA	No
11725	8.82	47.40	NA	No
11726	8.82	47.40	NA	No
11727	8.82	47.40	NA	No
11728	8.82	47.40	NA	No
11729	8.82	47.40	NA	No
11730	8.82	47.40	NA	No
11731	8.82	47.40	NA	No
11732	8.82	47.40	NA	No
11733	8.82	47.40	NA	No
11734	8.82	47.40	NA	No
11735	8.82	47.40	NA	No
11736	8.82	47.40	NA	No
11737	8.82	47.40	NA	No
11738	8.75	47.40	NA	No
11739	8.75	47.40	NA	No
11740	8.75	47.40	NA	No
11741	8.75	47.40	NA	No
11742	8.75	47.40	NA	No
11743	8.75	47.40	NA	No
11744	8.75	47.40	NA	No
11745	8.75	47.40	NA	No
11746	8.75	47.40	NA	No
11747	8.75	47.40	NA	No
11748	8.75	47.40	NA	No
11749	8.75	47.40	NA	No
11750	8.75	47.40	NA	No
11751	8.75	47.40	NA	No
11752	8.75	47.40	NA	No
11753	8.75	47.40	NA	No
11754	8.75	47.40	NA	No
11755	8.75	47.40	NA	No
11756	8.75	47.40	NA	No
11757	8.75	47.40	NA	No
11758	8.75	47.40	NA	No
11759	8.75	47.40	NA	No
11760	8.75	47.40	NA	No
11761	8.75	47.40	NA	No
11762	8.75	47.40	NA	No
11763	8.75	47.40	NA	No
11764	8.75	47.40	NA	No
11765	8.75	47.40	NA	No
11766	8.75	47.40	NA	No
11767	8.75	47.40	NA	No
11768	8.75	47.40	NA	No
11769	8.75	47.40	NA	No
11770	8.76	47.45	NA	No
11771	8.76	47.45	NA	No
11772	8.76	47.45	NA	No
11773	8.76	47.45	NA	No
11774	8.76	47.45	Niphargus_sp.	No
11775	8.63	47.47	NA	No
11776	8.63	47.47	NA	No
11777	8.63	47.47	NA	No
11778	8.63	47.47	Niphargus_sp.	No
11779	8.63	47.47	NA	No
11780	8.63	47.47	NA	No
11781	8.63	47.47	Niphargus_sp.	No
11782	8.71	47.44	NA	No
11783	8.71	47.44	NA	No
11784	8.71	47.44	NA	No
11785	8.71	47.44	NA	No
11786	8.71	47.44	NA	No
11787	8.71	47.44	NA	No
11788	8.63	47.47	Niphargus_sp.	No
11789	8.63	47.47	NA	No
11790	8.63	47.47	Niphargus_sp.	No
11791	8.63	47.47	Niphargus_sp.	No
11792	8.63	47.47	Niphargus_sp.	No
11793	8.63	47.47	NA	No
11794	8.63	47.47	NA	No
11795	8.63	47.47	Niphargus_sp.	No
11796	8.71	47.44	Niphargus_sp.	No
11797	8.71	47.44	Crangonyx_cf._subterraneus	No
11798	8.71	47.44	NA	No
11799	8.63	47.47	Niphargus_sp.	No
11800	8.63	47.47	NA	No
11801	8.63	47.47	Niphargus_sp.	No
11802	8.63	47.47	NA	No
11803	8.71	47.44	Niphargus_sp.	No
11804	8.71	47.44	NA	No
11805	8.71	47.44	NA	No
11806	8.58	47.50	NA	No
11807	8.58	47.50	NA	No
11808	8.61	47.50	NA	No
11809	8.58	47.50	NA	No
11810	8.58	47.49	NA	No
11811	8.58	47.49	NA	No
11812	8.61	47.50	Niphargus_sp.	No
11813	8.58	47.49	NA	No
11814	8.58	47.49	NA	No
11815	8.58	47.50	NA	No
11816	8.58	47.50	Niphargus_sp.	No
11817	8.58	47.50	NA	No
11818	8.61	47.50	Niphargus_sp.	No
11819	8.58	47.50	NA	No
11820	8.58	47.49	NA	No
11821	8.58	47.49	Niphargus_sp.	No
11822	8.61	47.50	Niphargus_sp.	No
11823	8.58	47.49	NA	No
11824	8.58	47.49	NA	No
11825	8.58	47.50	NA	No
11826	8.58	47.50	Niphargus_sp.	No
11827	8.58	47.50	NA	No
11828	8.61	47.50	NA	No
11829	8.58	47.50	NA	No
11830	8.58	47.49	NA	No
11831	8.58	47.49	NA	No
11832	8.61	47.50	Niphargus_sp.	No
11833	8.58	47.49	NA	No
11834	8.58	47.49	NA	No
11835	8.58	47.50	Niphargus_sp.	No
11836	8.85	47.47	NA	No
11837	8.85	47.47	NA	No
11838	8.87	47.46	NA	No
11839	8.83	47.49	NA	No
11840	8.83	47.49	NA	No
11841	8.85	47.49	Niphargus_sp.	No
11842	8.87	47.47	Niphargus_sp.	No
11843	8.87	47.46	Crangonyx_cf._subterraneus	No
11844	8.85	47.49	Niphargus_sp.	No
11845	8.87	47.47	Niphargus_sp.	No
11846	8.87	47.46	NA	No
11847	8.83	47.36	NA	No
11848	8.85	47.36	Niphargus_sp.	No
11849	8.85	47.36	NA	No
11850	8.84	47.36	Niphargus_sp.	No
11851	8.81	47.37	NA	No
11852	8.81	47.37	NA	No
11853	8.81	47.37	Crangonyx_cf._subterraneus	No
11854	8.83	47.36	NA	No
11855	8.85	47.36	NA	No
11856	8.85	47.36	NA	No
11857	8.84	47.36	NA	No
11858	8.81	47.37	NA	No
11859	8.81	47.37	NA	No
11860	8.81	47.37	Niphargus_sp.	No
11861	8.83	47.36	NA	No
11862	8.85	47.36	NA	No
11863	8.85	47.36	NA	No
11864	8.84	47.36	NA	No
11865	8.81	47.37	NA	No
11866	8.81	47.37	NA	No
11867	8.81	47.37	Crangonyx_cf._subterraneus	No
11868	8.83	47.36	NA	No
11869	8.85	47.36	NA	No
11870	8.85	47.36	Niphargus_sp.	No
11871	8.84	47.36	NA	No
11872	8.81	47.37	NA	No
11873	8.81	47.37	NA	No
11874	8.81	47.37	NA	No
11875	8.58	47.53	NA	No
11876	8.60	47.53	Niphargus_sp.	No
11877	8.60	47.53	NA	No
11878	8.58	47.53	NA	No
11879	8.60	47.53	NA	No
11880	8.60	47.53	Niphargus_sp.	No
11881	8.58	47.53	NA	No
11882	8.60	47.53	NA	No
11883	8.60	47.53	Niphargus_sp.	No
11884	8.58	47.53	NA	No
11885	8.60	47.53	NA	No
11886	8.60	47.53	Niphargus_sp.	No
11887	8.58	47.53	NA	No
11888	8.60	47.53	NA	No
11889	8.60	47.53	Niphargus_sp.	No
11890	8.58	47.53	NA	No
11891	8.82	47.38	NA	No
11892	8.82	47.38	Niphargus_sp.	No
11893	8.82	47.38	NA	No
11894	8.82	47.38	NA	No
11895	8.82	47.38	NA	No
11896	8.82	47.38	NA	No
11897	8.82	47.38	Niphargus_sp.	No
11898	8.94	47.32	Niphargus_sp.	No
11899	8.94	47.32	NA	No
11900	8.94	47.32	Niphargus_sp.	No
11901	8.94	47.32	Niphargus_sp.	No
11902	8.94	47.32	Niphargus_sp.	No
11903	8.94	47.32	NA	No
11904	8.94	47.32	NA	No
11905	8.94	47.32	Niphargus_sp.	No
11906	8.85	47.46	Niphargus_sp.	No
11907	8.85	47.46	Niphargus_sp.	No
11908	8.85	47.46	Niphargus_sp.	No
11909	8.85	47.46	Niphargus_sp.	No
11910	8.85	47.46	Niphargus_sp.	No
11911	8.85	47.46	NA	No
11912	8.85	47.46	Niphargus_sp.	No
11913	8.85	47.46	Niphargus_sp.	No
11914	8.85	47.46	Niphargus_sp.	No
11915	8.85	47.47	NA	No
11916	8.85	47.47	NA	No
11917	8.85	47.47	NA	No
11918	8.85	47.47	Niphargus_sp.	No
11919	8.85	47.47	NA	No
11920	8.85	47.47	Niphargus_sp.	No
11921	8.85	47.47	Niphargus_sp.	No
11922	8.84	47.46	Niphargus_sp.	No
11923	8.84	47.46	NA	No
11924	8.84	47.46	Niphargus_sp.	No
11925	8.83	47.46	NA	No
11926	8.83	47.46	NA	No
11927	8.83	47.46	NA	No
11928	8.83	47.46	NA	No
11929	8.83	47.46	NA	No
11930	8.83	47.46	NA	No
11931	8.81	47.47	NA	No
11932	8.81	47.47	NA	No
11933	8.81	47.47	NA	No
11934	8.81	47.47	NA	No
11935	8.81	47.47	NA	No
11936	8.81	47.47	NA	No
11937	8.58	47.52	Niphargus_sp.	No
11938	8.58	47.52	NA	No
11939	8.57	47.51	NA	No
11940	8.57	47.51	NA	No
11941	8.57	47.51	Niphargus_sp.	No
11942	8.88	47.35	Niphargus_sp.	No
11943	8.88	47.35	Niphargus_sp.	No
11944	8.88	47.36	NA	No
11945	8.88	47.36	Niphargus_sp.	No
11946	8.90	47.36	Niphargus_sp.	No
11947	8.86	47.36	NA	No
11948	8.88	47.35	Niphargus_sp.	No
11949	8.88	47.36	NA	No
11950	8.88	47.36	Niphargus_sp.	No
11951	8.90	47.36	Niphargus_sp.	No
11952	8.86	47.36	NA	No
11953	8.88	47.35	Niphargus_sp.	No
11954	8.88	47.36	NA	No
11955	8.88	47.36	Niphargus_sp.	No
11956	8.90	47.36	Niphargus_sp.	No
11957	8.86	47.36	Niphargus_sp.	No
11958	8.58	47.50	Niphargus_sp.	No
11959	8.58	47.50	NA	No
11960	8.61	47.50	Niphargus_sp.	No
11961	8.58	47.50	NA	No
11962	8.58	47.49	NA	No
11963	8.58	47.49	NA	No
11964	8.61	47.50	NA	No
11965	8.58	47.49	NA	No
11966	8.58	47.49	NA	No
11967	8.58	47.50	NA	No
11968	8.58	47.50	Niphargus_sp.	No
11969	8.58	47.50	NA	No
11970	8.61	47.50	NA	No
11971	8.58	47.50	NA	No
11972	8.58	47.49	NA	No
11973	8.58	47.49	NA	No
11974	8.61	47.50	NA	No
11975	8.58	47.49	NA	No
11976	8.58	47.49	NA	No
11977	8.58	47.50	NA	No
11978	8.62	47.49	Niphargus_sp.	No
11979	8.62	47.49	NA	No
11980	8.62	47.49	NA	No
11981	8.63	47.48	NA	No
11982	8.63	47.48	Niphargus_sp.	No
11983	8.62	47.49	Niphargus_sp.	No
11984	8.62	47.49	NA	No
11985	8.62	47.49	NA	No
11986	8.63	47.48	NA	No
11987	8.63	47.48	NA	No
11988	8.62	47.49	Niphargus_sp.	No
11989	8.62	47.49	Niphargus_sp.	No
11990	8.62	47.49	NA	No
11991	8.63	47.48	Niphargus_sp.	No
11992	8.63	47.48	Niphargus_sp.	No
11993	8.62	47.49	NA	No
11994	8.62	47.49	Niphargus_sp.	No
11995	8.62	47.49	Niphargus_sp.	No
11996	8.63	47.48	NA	No
11997	8.63	47.48	NA	No
11998	8.77	47.40	NA	No
11999	8.77	47.40	NA	No
12000	8.77	47.40	NA	No
12001	8.77	47.40	NA	No
12002	8.77	47.40	Crangonyx_cf._subterraneus	No
12003	8.77	47.40	Niphargus_sp.	No
12004	8.77	47.40	NA	No
12005	8.77	47.40	Niphargus_sp.	No
12006	8.83	47.36	NA	No
12007	8.85	47.36	Niphargus_sp.	No
12008	8.85	47.36	NA	No
12009	8.84	47.36	Niphargus_sp.	No
12010	8.81	47.37	NA	No
12011	8.81	47.37	NA	No
12012	8.81	47.37	Niphargus_sp.	No
12013	8.83	47.36	NA	No
12014	8.85	47.36	NA	No
12015	8.85	47.36	Niphargus_sp.	No
12016	8.84	47.36	NA	No
12017	8.81	47.37	NA	No
12018	8.81	47.37	Niphargus_sp.	No
12019	8.81	47.37	NA	No
12020	8.83	47.36	NA	No
12021	8.85	47.36	Niphargus_sp.	No
12022	8.85	47.36	Niphargus_sp.	No
12023	8.84	47.36	NA	No
12024	8.81	47.37	NA	No
12025	8.81	47.37	NA	No
12026	8.81	47.37	Niphargus_sp.	No
12027	8.57	47.55	NA	No
12028	8.82	47.40	NA	No
12029	8.82	47.40	NA	No
12030	8.82	47.40	NA	No
12031	8.82	47.40	NA	No
12032	8.82	47.40	NA	No
12033	8.82	47.40	NA	No
12034	8.82	47.40	NA	No
12035	8.82	47.40	NA	No
12036	8.89	47.32	NA	No
12037	8.89	47.32	NA	No
12038	8.89	47.32	NA	No
12039	8.89	47.32	NA	No
12040	8.89	47.32	NA	No
12041	8.89	47.32	NA	No
12042	8.74	47.43	NA	No
12043	8.74	47.43	NA	No
12044	8.74	47.43	NA	No
12045	8.76	47.45	NA	No
12046	8.76	47.45	Niphargus_sp.	No
12047	8.74	47.43	NA	No
12048	8.74	47.43	NA	No
12049	8.74	47.43	NA	No
12050	8.76	47.45	NA	No
12051	8.76	47.45	NA	No
12052	8.74	47.43	NA	No
12053	8.74	47.43	NA	No
12054	8.74	47.43	Niphargus_sp.	No
12055	8.76	47.45	NA	No
12056	8.76	47.45	Niphargus_sp.	No
12057	8.76	47.45	NA	No
12058	8.76	47.45	NA	No
12059	8.74	47.43	NA	No
12060	8.74	47.43	NA	No
12061	8.74	47.43	NA	No
12062	8.85	47.50	NA	No
12063	8.88	47.51	NA	No
12064	8.87	47.51	NA	No
12065	8.85	47.50	NA	No
12066	8.88	47.51	NA	No
12067	8.87	47.51	NA	No
12068	8.85	47.50	NA	No
12069	8.88	47.51	NA	No
12070	8.87	47.51	NA	No
12071	8.85	47.50	NA	No
12072	8.88	47.51	NA	No
12073	8.87	47.51	NA	No
12074	8.85	47.50	NA	No
12075	8.88	47.51	NA	No
12076	8.87	47.51	NA	No
12077	8.85	47.50	NA	No
12078	8.88	47.51	NA	No
12079	8.87	47.51	NA	No
12080	8.85	47.50	NA	No
12081	8.88	47.51	NA	No
12082	8.87	47.51	NA	No
12083	8.85	47.50	NA	No
12084	8.88	47.51	NA	No
12085	8.87	47.51	NA	No
12086	8.85	47.50	NA	No
12087	8.88	47.51	NA	No
12088	8.87	47.51	NA	No
12089	8.63	47.50	NA	No
12090	8.63	47.50	NA	No
12091	8.63	47.50	NA	No
12092	8.63	47.50	NA	No
12093	8.63	47.50	NA	No
12094	8.63	47.50	NA	No
12095	8.63	47.50	NA	No
12096	8.63	47.50	NA	No
12097	8.63	47.50	NA	No
12098	8.63	47.50	NA	No
12099	8.63	47.50	NA	No
12100	8.63	47.50	NA	No
12101	8.63	47.50	NA	No
12102	8.63	47.50	NA	No
12103	8.63	47.50	NA	No
12104	8.80	47.51	NA	No
12105	8.82	47.52	NA	No
12106	8.80	47.51	NA	No
12107	8.82	47.52	NA	No
12108	8.80	47.51	NA	No
12109	8.82	47.52	NA	No
12110	8.80	47.51	NA	No
12111	8.82	47.52	NA	No
12112	8.85	47.49	Niphargus_sp.	No
12113	8.87	47.47	NA	No
12114	8.87	47.46	NA	No
12115	8.85	47.49	NA	No
12116	8.87	47.47	Niphargus_sp.	No
12117	8.87	47.46	Niphargus_sp.	No
12118	8.87	47.46	Niphargus_sp.	No
12119	8.87	47.46	NA	No
12120	8.82	47.40	NA	No
12121	8.82	47.40	NA	No
12122	8.82	47.40	NA	No
12123	8.69	47.43	Niphargus_sp.	No
12124	8.69	47.43	NA	No
12125	8.69	47.43	NA	No
12126	8.69	47.43	Niphargus_sp.	No
12127	8.69	47.43	NA	No
12128	8.69	47.43	NA	No
12129	8.89	47.39	NA	No
12130	8.89	47.39	NA	No
12131	8.89	47.39	NA	No
12132	8.89	47.39	NA	No
12133	8.89	47.39	NA	No
12134	8.75	47.40	NA	No
12135	8.75	47.40	NA	No
12136	8.75	47.40	NA	No
12137	8.75	47.40	NA	No
12138	8.75	47.40	NA	No
12139	8.75	47.40	NA	No
12140	8.75	47.40	NA	No
12141	8.75	47.40	NA	No
12142	8.60	47.53	NA	No
12143	8.60	47.53	Niphargus_sp.	No
12144	8.58	47.53	NA	No
12145	8.60	47.53	NA	No
12146	8.60	47.53	Niphargus_sp.	No
12147	8.58	47.53	NA	No
12148	8.60	47.53	NA	No
12149	8.60	47.53	Niphargus_sp.	No
12150	8.86	47.40	Niphargus_sp.	No
12151	8.86	47.40	NA	No
12152	8.84	47.40	NA	No
12153	8.84	47.40	NA	No
12154	8.86	47.40	Niphargus_sp.	No
12155	8.86	47.40	NA	No
12156	8.84	47.40	NA	No
12157	8.84	47.40	NA	No
12158	8.86	47.40	NA	No
12159	8.86	47.40	Niphargus_sp.	No
12160	8.84	47.40	NA	No
12161	8.84	47.40	NA	No
12162	8.86	47.40	Niphargus_sp.	No
12163	8.86	47.40	NA	No
12164	8.84	47.40	Niphargus_sp.	No
12165	8.84	47.40	NA	No
12166	8.86	47.40	Niphargus_sp.	No
12167	8.86	47.40	Niphargus_sp.	No
12168	8.84	47.40	NA	No
12169	8.84	47.40	NA	No
12170	8.63	47.50	NA	No
12171	8.63	47.50	NA	No
12172	8.63	47.50	NA	No
12173	8.78	47.49	Niphargus_sp.	No
12174	8.78	47.49	Niphargus_sp.	No
12175	8.82	47.49	NA	No
12176	8.69	47.43	NA	No
12177	8.69	47.43	NA	No
12178	8.69	47.43	NA	No
12179	8.69	47.43	NA	No
12180	8.69	47.43	NA	No
12181	8.69	47.43	NA	No
12182	8.82	47.42	NA	No
12183	8.82	47.42	NA	No
12184	8.82	47.42	NA	No
12185	8.82	47.42	NA	No
12186	8.82	47.39	NA	No
12187	8.80	47.41	NA	No
12188	8.80	47.41	NA	No
12189	8.82	47.42	NA	No
12190	8.82	47.42	NA	No
12191	8.82	47.42	NA	No
12192	8.82	47.42	NA	No
12193	8.82	47.39	NA	No
12194	8.80	47.41	NA	No
12195	8.80	47.41	NA	No
12196	8.73	47.54	NA	No
12197	8.73	47.56	NA	No
12198	8.73	47.54	NA	No
12199	8.73	47.54	NA	No
12200	8.73	47.54	NA	No
12201	8.73	47.56	NA	No
12202	8.73	47.56	NA	No
12203	8.73	47.56	NA	No
12204	8.77	47.40	NA	No
12205	8.77	47.40	NA	No
12206	8.77	47.40	Niphargus_sp.	No
12207	8.77	47.40	NA	No
12208	8.77	47.40	NA	No
12209	8.77	47.40	Niphargus_sp.	No
12210	8.77	47.40	NA	No
12211	8.77	47.40	NA	No
12212	8.77	47.40	NA	No
12213	8.77	47.40	NA	No
12214	8.83	47.36	NA	No
12215	8.84	47.36	Niphargus_sp.	No
12216	8.85	47.36	NA	No
12217	8.85	47.36	Niphargus_sp.	No
12218	8.81	47.37	NA	No
12219	8.81	47.37	Niphargus_sp.	No
12220	8.81	47.37	NA	No
12221	8.85	47.36	NA	No
12222	8.85	47.36	Niphargus_sp.	No
12223	8.84	47.36	Niphargus_sp.	No
12224	8.83	47.36	NA	No
12225	8.81	47.37	Niphargus_sp.	No
12226	8.81	47.37	Niphargus_sp.	No
12227	8.81	47.37	Niphargus_sp.	No
12228	8.83	47.36	NA	No
12229	8.85	47.36	Niphargus_sp.	No
12230	8.85	47.36	Niphargus_sp.	No
12231	8.84	47.36	NA	No
12232	8.81	47.37	NA	No
12233	8.81	47.37	Niphargus_sp.	No
12234	8.81	47.37	NA	No
12235	8.58	47.53	NA	No
12236	8.60	47.53	NA	No
12237	8.60	47.53	Niphargus_sp.	No
12238	8.58	47.53	NA	No
12239	8.60	47.53	Niphargus_sp.	No
12240	8.60	47.53	Niphargus_sp.	No
12241	8.89	47.39	NA	No
