Individual	longitude	latitude	species	Haplotype_available
6041	8.44	47.48	NA	No
6042	9.52	47.38	NA	No
6043	9.52	47.38	NA	No
6044	9.52	47.39	NA	No
6045	9.51	47.28	NA	No
6046	8.89	47.20	NA	No
6047	8.89	47.20	NA	No
6048	8.89	47.20	NA	No
6049	8.89	47.20	NA	No
6050	8.89	47.20	NA	No
6051	8.42	47.42	NA	No
6052	8.43	47.42	NA	No
6053	8.43	47.42	NA	No
6054	8.43	47.42	NA	No
6055	9.07	46.98	NA	No
6056	9.03	46.98	NA	No
6057	9.03	46.98	NA	No
6058	9.06	47.00	NA	No
6059	7.59	46.85	NA	No
6060	7.59	46.83	NA	No
6061	7.51	46.94	NA	No
6062	7.32	47.03	NA	No
6063	8.57	47.19	NA	No
6064	8.57	47.19	NA	No
6065	8.57	47.19	NA	No
6066	8.58	47.48	NA	No
6067	8.58	47.48	NA	No
6068	8.58	47.48	NA	No
6069	8.58	47.48	NA	No
6070	7.86	47.52	NA	No
6071	7.86	47.52	NA	No
6072	7.88	47.54	NA	No
6073	7.92	47.51	NA	No
6074	7.92	47.53	NA	No
6075	7.88	47.52	NA	No
6076	7.85	47.53	NA	No
6077	9.08	47.02	NA	No
6078	9.02	47.04	NA	No
6079	9.02	47.04	NA	No
6080	9.03	47.04	NA	No
6081	9.03	47.04	NA	No
6082	8.87	47.30	NA	No
6083	8.87	47.30	NA	No
6084	8.87	47.30	NA	No
6085	8.87	47.30	NA	No
6086	9.31	47.44	NA	No
6087	9.25	47.43	NA	No
6088	9.25	47.43	NA	No
6089	7.73	47.39	NA	No
6090	7.74	47.39	NA	No
6091	7.74	47.39	NA	No
6092	8.63	47.46	NA	No
6093	8.64	47.45	NA	No
6094	8.65	47.45	NA	No
6095	8.71	47.44	NA	No
6096	8.65	47.45	NA	No
6097	7.32	47.02	NA	No
6098	7.31	47.02	NA	No
6099	8.56	47.50	NA	No
6100	8.82	47.47	NA	No
6101	8.82	47.47	NA	No
6102	8.82	47.48	NA	No
6103	8.82	47.47	NA	No
6104	8.83	47.47	NA	No
6105	8.82	47.47	NA	No
6106	8.83	47.47	NA	No
6107	8.82	47.47	NA	No
6108	7.83	47.17	NA	No
6109	7.79	47.16	NA	No
6110	7.81	47.24	NA	No
6111	7.81	47.24	NA	No
6112	7.48	46.86	NA	No
6113	7.49	46.89	NA	No
6114	8.42	47.50	NA	No
6115	8.41	47.50	NA	No
6116	8.41	47.50	NA	No
6117	8.41	47.50	NA	No
6118	8.41	47.50	NA	No
6119	8.41	47.50	NA	No
6120	8.41	47.50	NA	No
6121	8.40	47.50	NA	No
6122	8.40	47.50	NA	No
6123	8.40	47.50	NA	No
6124	8.45	47.53	NA	No
6125	8.45	47.53	NA	No
6126	8.45	47.53	NA	No
6127	8.36	47.39	NA	No
6128	8.36	47.39	NA	No
6129	8.36	47.39	NA	No
6130	7.59	47.43	NA	No
6131	7.59	47.43	NA	No
6132	7.59	47.43	NA	No
6133	7.59	47.43	NA	No
6134	7.59	47.43	NA	No
6135	7.59	47.43	NA	No
6136	7.59	47.43	NA	No
6137	7.59	47.43	NA	No
6138	7.47	47.17	NA	No
6139	7.47	47.17	NA	No
6140	7.47	47.17	NA	No
6141	7.47	47.17	NA	No
6142	7.47	47.17	NA	No
6143	7.47	47.17	NA	No
6144	7.47	47.17	NA	No
6145	7.47	47.17	NA	No
6146	8.43	47.42	NA	No
6147	8.43	47.42	NA	No
6148	8.42	47.42	NA	No
6149	8.43	47.42	NA	No
6150	8.88	47.26	NA	No
6151	8.88	47.26	NA	No
6152	8.88	47.26	NA	No
6153	8.73	47.25	NA	No
6154	8.73	47.25	NA	No
6155	7.28	47.04	NA	No
6156	7.28	47.04	NA	No
6157	8.38	47.52	NA	No
6158	8.38	47.52	NA	No
6159	8.38	47.52	NA	No
6160	8.44	47.26	NA	No
6161	8.44	47.26	NA	No
6162	8.42	47.27	NA	No
6163	8.42	47.27	NA	No
6164	8.42	47.27	NA	No
6165	8.02	47.07	NA	No
6166	9.40	47.03	NA	No
6167	9.42	47.05	NA	No
6168	9.42	47.03	NA	No
6169	9.36	47.04	NA	No
6170	8.43	47.50	NA	No
6171	8.43	47.50	NA	No
6172	8.43	47.50	NA	No
6173	8.43	47.50	NA	No
6174	8.43	47.50	NA	No
6175	8.43	47.50	NA	No
6176	8.43	47.50	NA	No
6177	8.43	47.50	NA	No
6178	8.43	47.50	NA	No
6179	8.42	47.48	NA	No
6180	8.42	47.48	NA	No
6181	8.44	47.48	NA	No
6182	8.44	47.48	NA	No
6183	8.44	47.48	NA	No
6184	8.44	47.48	NA	No
6185	8.53	47.17	NA	No
6186	8.53	47.17	NA	No
6187	8.53	47.17	NA	No
6188	8.53	47.17	NA	No
6189	8.53	47.17	NA	No
6190	8.53	47.17	NA	No
6191	8.53	47.17	NA	No
6192	8.53	47.17	NA	No
6193	8.53	47.17	NA	No
6194	8.53	47.17	NA	No
6195	8.53	47.17	NA	No
6196	7.80	46.18	NA	No
6197	7.80	46.18	NA	No
6198	7.80	46.18	NA	No
6199	7.73	47.39	NA	No
6200	7.74	47.39	NA	No
6201	8.65	47.16	NA	No
6202	8.58	47.19	NA	No
6203	8.60	47.20	NA	No
6204	8.55	47.26	NA	No
6205	8.56	47.17	NA	No
6206	8.56	47.17	NA	No
6207	8.55	47.18	NA	No
6208	8.56	47.18	NA	No
6209	8.56	47.21	NA	No
6210	8.59	47.21	NA	No
6211	8.64	47.45	NA	No
6212	8.65	47.45	NA	No
6213	8.63	47.46	NA	No
6214	8.71	47.44	NA	No
6215	8.65	47.45	NA	No
6216	8.43	47.42	NA	No
6217	8.43	47.42	NA	No
6218	8.42	47.42	NA	No
6219	8.43	47.42	NA	No
6220	7.34	47.15	NA	No
6221	7.34	47.16	NA	No
6222	7.36	47.16	NA	No
6223	7.79	47.43	NA	No
6224	8.34	47.55	NA	No
6225	8.34	47.55	NA	No
6226	8.34	47.55	NA	No
6227	8.78	47.49	NA	No
6228	8.78	47.49	NA	No
6229	8.78	47.49	NA	No
6230	8.78	47.49	NA	No
6231	8.78	47.49	NA	No
6232	8.78	47.49	NA	No
6233	8.82	47.49	NA	No
6234	8.82	47.49	NA	No
6235	8.82	47.49	NA	No
6236	8.82	47.49	NA	No
6237	8.82	47.49	NA	No
6238	8.82	47.49	NA	No
6239	8.78	47.49	NA	No
6240	8.78	47.49	NA	No
6241	8.82	47.49	NA	No
6242	8.82	47.49	NA	No
6243	7.28	47.04	NA	No
6244	7.28	47.04	NA	No
6245	7.28	47.04	NA	No
6246	7.28	47.04	NA	No
6247	7.28	47.04	NA	No
6248	7.28	47.04	NA	No
6249	7.28	47.04	NA	No
6250	7.28	47.03	NA	No
6251	7.28	47.04	NA	No
6252	7.74	46.91	NA	No
6253	7.74	46.91	NA	No
6254	7.58	46.79	NA	No
6255	7.57	46.80	NA	No
6256	7.57	46.80	NA	No
6257	7.57	46.81	NA	No
6258	7.53	46.87	NA	No
6259	7.53	46.88	NA	No
6260	8.00	47.31	NA	No
6261	8.01	47.31	NA	No
6262	8.01	47.31	NA	No
6263	8.00	47.31	NA	No
6264	8.00	47.31	NA	No
6265	8.00	46.61	NA	No
6266	8.00	46.61	NA	No
6267	8.00	46.61	NA	No
6268	8.00	46.61	NA	No
6269	9.33	47.50	NA	No
6270	9.33	47.50	NA	No
6271	8.20	47.35	NA	No
6272	8.19	47.37	NA	No
6273	8.18	47.36	NA	No
6274	8.19	47.36	NA	No
6275	8.31	47.44	NA	No
6276	8.34	47.42	NA	No
6277	8.33	47.43	NA	No
6278	8.33	47.42	NA	No
6279	8.31	47.45	NA	No
6280	8.74	47.43	NA	No
6281	8.74	47.43	NA	No
6282	8.73	47.40	NA	No
6283	8.73	47.40	NA	No
6284	8.72	47.43	NA	No
6285	8.73	47.42	NA	No
6286	8.86	47.36	NA	No
6287	8.85	47.38	NA	No
6288	8.90	47.36	NA	No
6289	8.86	47.36	NA	No
6290	8.85	47.38	NA	No
6291	8.90	47.36	NA	No
6292	8.86	47.36	NA	No
6293	8.85	47.38	NA	No
6294	8.44	47.39	NA	No
6295	8.44	47.39	NA	No
6296	8.45	47.38	NA	No
6297	8.44	47.39	NA	No
6298	8.44	47.39	NA	No
6299	8.44	47.39	NA	No
6300	8.44	47.39	NA	No
6301	8.44	47.39	NA	No
6302	8.45	47.38	NA	No
6303	8.45	47.38	NA	No
6304	8.45	47.38	NA	No
6305	8.45	47.38	NA	No
6306	8.44	47.39	NA	No
6307	8.44	47.39	NA	No
6308	8.44	47.39	NA	No
6309	8.44	47.39	NA	No
6310	8.45	47.38	NA	No
6311	8.45	47.38	NA	No
6312	8.44	47.39	NA	No
6313	7.96	47.16	NA	No
6314	7.96	47.16	NA	No
6315	8.67	47.28	NA	No
6316	8.65	47.29	NA	No
6317	8.64	47.28	NA	No
6318	8.63	47.29	NA	No
6319	8.71	47.55	NA	No
6320	8.71	47.55	NA	No
6321	8.71	47.55	NA	No
6322	8.71	47.55	NA	No
6323	8.71	47.55	NA	No
6324	8.71	47.55	NA	No
6325	8.71	47.55	NA	No
6326	8.69	47.28	NA	No
6327	8.67	47.30	NA	No
6328	8.67	47.29	NA	No
6329	8.87	47.29	NA	No
6330	8.87	47.29	NA	No
6331	8.86	47.29	NA	No
6332	8.86	47.29	NA	No
6333	8.87	47.29	NA	No
6334	9.31	47.43	NA	No
6335	9.31	47.43	NA	No
6336	8.60	47.16	NA	No
6337	8.59	47.16	NA	No
6338	8.59	47.16	NA	No
6339	8.59	47.16	NA	No
6340	8.58	47.15	NA	No
6341	8.59	47.16	NA	No
6342	8.58	47.15	NA	No
6343	8.43	47.13	NA	No
6344	8.43	47.13	NA	No
6345	8.11	47.46	NA	No
6346	7.32	47.03	NA	No
6347	8.60	46.16	NA	No
6348	7.27	46.41	NA	No
6349	7.79	47.43	NA	No
6350	8.69	47.28	NA	No
6351	8.67	47.30	NA	No
6352	8.67	47.29	NA	No
6353	9.40	46.72	NA	No
6354	7.48	46.95	NA	No
6355	7.48	46.95	NA	No
6356	7.48	46.95	NA	No
6357	7.48	46.95	NA	No
6358	7.48	46.95	NA	No
6359	7.48	46.95	NA	No
6360	7.48	46.95	NA	No
6361	7.48	46.95	NA	No
6362	7.48	46.95	NA	No
6363	7.48	46.95	NA	No
6364	7.48	46.95	NA	No
6365	7.48	46.95	NA	No
6366	7.48	46.95	NA	No
6367	7.69	46.77	NA	No
6368	7.67	46.76	NA	No
6369	7.66	46.77	NA	No
6370	7.67	46.76	NA	No
6371	7.28	47.04	NA	No
6372	7.32	47.03	NA	No
6373	7.32	47.03	NA	No
6374	7.29	47.04	NA	No
6375	7.29	47.04	NA	No
6376	7.74	47.39	NA	No
6377	7.74	47.39	NA	No
6378	7.74	47.39	NA	No
6379	7.73	47.39	NA	No
6380	7.73	47.39	NA	No
6381	8.05	47.36	NA	No
6382	8.05	47.36	NA	No
6383	8.05	47.36	NA	No
6384	8.05	47.36	NA	No
6385	8.05	47.36	NA	No
6386	8.08	47.40	NA	No
6387	8.08	47.40	NA	No
6388	8.08	47.40	NA	No
6389	8.08	47.40	NA	No
6390	8.08	47.40	NA	No
6391	7.68	46.77	NA	No
6392	9.41	47.27	NA	No
6393	9.42	47.31	NA	No
6394	9.41	47.27	NA	No
6395	9.48	47.32	NA	No
6396	9.49	47.32	NA	No
6397	9.49	47.31	NA	No
6398	9.47	47.31	NA	No
6399	7.56	46.63	NA	No
6400	7.56	46.63	NA	No
6401	7.56	46.63	NA	No
6402	7.53	46.64	NA	No
6403	7.53	46.64	NA	No
6404	7.56	46.64	NA	No
9450	7.14	47.45	Niphargidae	No
9451	7.14	47.45	Gammaridae	No
9691	6.72	46.95	Gammaridae	No
9693	6.72	46.95	Niphargidae	No
9730	6.72	46.95	Gammaridae	No
9800	14.3	45.91	Niphargus_stygius	No
9801	8.85	47.84	Niphargus_enslini	No
9802	8.85	47.84	Niphargus_enslini	No
9803	8.85	47.84	Niphargus_enslini	No
9813	6.84	47.11	Asellus_sp.	No
9814	6.84	47.11	Niphargus_sp.	No
9815	6.61	46.90	Niphargus_sp.	No
9816	6.61	46.90	Acari	No
11000	8.68	47.46	NA	No
11001	8.66	47.47	NA	No
11002	8.69	47.47	NA	No
11003	8.67	47.48	NA	No
11004	8.63	47.47	NA	No
11005	8.71	47.44	NA	No
11006	8.71	47.44	NA	No
11007	8.71	47.44	Niphargus_sp.	No
11008	8.76	47.45	NA	No
11009	8.71	47.44	NA	No
11010	8.71	47.44	NA	No
11011	8.71	47.44	NA	No
11012	8.63	47.47	NA	No
11013	8.63	47.47	NA	No
11014	8.63	47.47	NA	No
11015	8.63	47.47	NA	No
11016	8.85	47.36	NA	No
11017	8.85	47.36	NA	No
11018	8.85	47.36	Niphargus_sp.	No
11019	8.90	47.36	NA	No
11020	8.88	47.36	NA	No
11021	8.88	47.36	NA	No
11022	8.88	47.36	NA	No
11023	8.88	47.36	NA	No
11024	8.85	47.38	NA	No
11025	8.88	47.35	Niphargus_sp.	No
11026	8.88	47.35	NA	No
11027	8.88	47.35	Niphargus_sp.	No
11028	8.88	47.35	Niphargus_sp.	No
11029	8.88	47.35	NA	No
11030	8.88	47.35	NA	No
11031	8.88	47.36	NA	No
11032	8.85	47.36	NA	No
11033	8.85	47.37	NA	No
11034	8.85	47.37	NA	No
11035	8.85	47.36	Niphargus_sp.	No
11036	8.85	47.37	NA	No
11037	8.84	47.38	NA	No
11038	8.78	47.49	NA	No
11039	8.78	47.49	Niphargus_sp.	No
11040	8.82	47.49	Crangonyx_cf._subterraneus	No
11041	8.80	47.49	NA	No
11042	8.78	47.49	NA	No
11043	8.78	47.49	NA	No
11044	8.75	47.40	NA	No
11045	8.75	47.40	NA	No
11046	8.75	47.40	NA	No
11047	8.75	47.40	NA	No
11048	8.71	47.44	NA	No
11049	8.71	47.44	NA	No
11050	8.71	47.44	NA	No
11051	8.63	47.47	Niphargus_sp.	No
11052	8.63	47.47	NA	No
11053	8.63	47.47	NA	No
11054	8.63	47.47	NA	No
11055	8.71	47.44	NA	No
11056	8.58	47.50	NA	No
11057	8.58	47.50	NA	No
11058	8.61	47.50	NA	No
11059	8.58	47.50	NA	No
11060	8.58	47.49	NA	No
11061	8.58	47.49	NA	No
11062	8.61	47.50	NA	No
11063	8.58	47.49	NA	No
11064	8.58	47.49	NA	No
11065	8.58	47.50	NA	No
11066	8.60	47.54	NA	No
11067	8.61	47.53	NA	No
11068	8.62	47.54	NA	No
11069	8.89	47.39	NA	No
11070	8.89	47.39	NA	No
11071	8.63	47.48	NA	No
11072	8.63	47.48	Niphargus_sp.	No
11073	8.62	47.49	NA	No
11074	8.62	47.49	NA	No
11075	8.62	47.49	NA	No
11076	8.93	47.34	NA	No
11077	8.93	47.34	NA	No
11078	8.91	47.33	NA	No
11079	8.91	47.33	NA	No
11080	8.91	47.33	NA	No
11081	8.91	47.33	Niphargus_sp.	No
11082	8.85	47.50	NA	No
11083	8.89	47.51	NA	No
11084	8.89	47.51	NA	No
11085	8.87	47.51	NA	No
11086	8.67	47.52	Niphargus_sp.	No
11087	8.65	47.53	NA	No
11088	8.66	47.54	NA	No
11089	8.66	47.54	NA	No
11090	8.66	47.54	NA	No
11091	8.89	47.33	NA	No
11092	8.89	47.32	NA	No
11093	8.89	47.32	Niphargus_sp.	No
11094	8.89	47.32	Niphargus_sp.	No
11095	8.86	47.35	Crangonyx_cf._subterraneus	No
11096	8.84	47.40	NA	No
11097	8.84	47.40	NA	No
11098	8.84	47.40	NA	No
11099	8.84	47.40	NA	No
11100	8.84	47.40	NA	No
11101	8.84	47.40	NA	No
11102	8.90	47.45	NA	No
11103	8.90	47.45	NA	No
11104	8.90	47.45	NA	No
11105	8.89	47.43	NA	No
11106	8.90	47.43	NA	No
11107	8.90	47.43	NA	No
11108	8.86	47.40	Niphargus_sp.	No
11109	8.85	47.40	NA	No
11110	8.85	47.40	NA	No
11111	8.85	47.40	NA	No
11112	8.85	47.40	NA	No
11113	8.85	47.40	NA	No
11114	8.85	47.39	NA	No
11115	8.82	47.47	NA	No
11116	8.83	47.47	NA	No
11117	8.82	47.48	NA	No
11118	8.82	47.48	NA	No
11119	8.82	47.47	NA	No
11120	8.57	47.55	NA	No
11121	8.57	47.55	Niphargus_sp.	No
11122	8.57	47.55	Niphargus_sp.	No
11123	8.57	47.55	NA	No
11124	8.57	47.55	NA	No
11125	8.59	47.54	NA	No
11126	8.59	47.54	NA	No
11127	8.59	47.54	NA	No
11128	8.59	47.54	NA	No
11129	8.59	47.54	NA	No
11130	8.59	47.54	Niphargus_sp.	No
11131	8.59	47.54	NA	No
11132	8.61	47.80	NA	No
11133	8.60	47.53	Niphargus_sp.	No
11134	8.60	47.53	Niphargus_sp.	No
11135	8.60	47.53	NA	No
11136	8.60	47.53	Niphargus_sp.	No
11137	8.60	47.53	NA	No
11138	8.60	47.53	Niphargus_sp.	No
11139	8.60	47.53	NA	No
11140	8.60	47.53	Niphargus_sp.	No
11141	8.60	47.53	Niphargus_sp.	No
11142	8.61	47.53	NA	No
11143	8.59	47.52	NA	No
11144	8.58	47.52	NA	No
11145	8.74	47.43	NA	No
11146	8.76	47.45	Niphargus_sp.	No
11147	8.73	47.40	NA	No
11148	8.73	47.40	NA	No
11149	8.82	47.47	NA	No
11150	8.83	47.47	Niphargus_sp.	No
11151	8.82	47.48	Niphargus_sp.	No
11152	8.82	47.47	NA	No
11153	8.83	47.47	NA	No
11154	8.82	47.47	Niphargus_sp.	No
11155	8.82	47.48	Niphargus_sp.	No
11156	8.83	47.46	NA	No
11157	8.83	47.46	NA	No
11158	8.85	47.47	Niphargus_sp.	No
11159	8.85	47.47	NA	No
11160	8.85	47.46	Niphargus_sp.	No
11161	8.85	47.46	NA	No
11162	8.85	47.46	NA	No
11163	8.82	47.40	NA	No
11164	8.82	47.40	NA	No
11165	8.82	47.40	NA	No
11166	8.83	47.39	NA	No
11167	8.76	47.45	NA	No
11168	8.76	47.45	NA	No
11169	8.76	47.45	NA	No
11170	8.76	47.45	Niphargus_sp.	No
11171	8.76	47.45	Niphargus_sp.	No
11172	8.85	47.47	Niphargus_sp.	No
11173	8.83	47.46	Niphargus_sp.	No
11174	8.86	47.36	Niphargus_sp.	No
11175	8.90	47.36	Niphargus_sp.	No
11176	8.88	47.36	NA	No
11177	8.71	47.44	Niphargus_sp.	No
11178	8.71	47.44	NA	No
11179	8.63	47.47	NA	No
11180	8.63	47.47	NA	No
11181	8.63	47.47	Niphargus_sp.	No
11182	8.63	47.47	NA	No
11183	8.71	47.44	Niphargus_sp.	No
11184	8.71	47.44	NA	No
11185	8.71	47.44	NA	No
11186	8.63	47.47	Niphargus_sp.	No
11187	8.63	47.47	NA	No
11188	8.63	47.47	NA	No
11189	8.63	47.47	NA	No
11190	8.71	47.44	Niphargus_sp.	No
11191	8.71	47.44	Niphargus_sp.	No
11192	8.71	47.44	NA	No
11193	8.63	47.47	Niphargus_sp.	No
11194	8.63	47.47	Crangonyx_cf._subterraneus	No
11195	8.63	47.47	NA	No
11196	8.63	47.47	Crangonyx_cf._subterraneus	No
11197	8.71	47.44	NA	No
11198	8.71	47.44	NA	No
11199	8.71	47.44	NA	No
11200	8.63	47.47	Niphargus_sp.	No
11201	8.85	47.46	NA	No
11202	8.85	47.46	NA	No
11203	8.85	47.46	NA	No
11204	8.85	47.46	NA	No
11205	8.85	47.46	NA	No
11206	8.85	47.46	NA	No
11207	8.85	47.46	NA	No
11208	8.85	47.46	NA	No
11209	8.85	47.46	NA	No
11210	8.85	47.47	NA	No
11211	8.85	47.47	NA	No
11212	8.85	47.47	NA	No
11213	8.85	47.47	Niphargus_sp.	No
11214	8.85	47.47	NA	No
11215	8.84	47.46	NA	No
11216	8.84	47.46	NA	No
11217	8.84	47.46	NA	No
11218	8.83	47.46	Niphargus_sp.	No
11219	8.83	47.46	NA	No
11220	8.83	47.46	NA	No
11221	8.83	47.46	Niphargus_sp.	No
11222	8.83	47.46	NA	No
11223	8.81	47.47	NA	No
11224	8.81	47.47	NA	No
11225	8.81	47.47	NA	No
11226	8.58	47.48	Niphargus_sp.	No
11227	8.59	47.48	NA	No
11228	8.58	47.48	Niphargus_sp.	No
11229	8.59	47.48	NA	No
11230	8.73	47.52	NA	No
11231	8.73	47.54	NA	No
11232	8.73	47.54	NA	No
11233	8.74	47.54	NA	No
11234	8.74	47.53	NA	No
11235	8.73	47.52	NA	No
11236	8.73	47.54	NA	No
11237	8.73	47.54	NA	No
11238	8.74	47.54	NA	No
11239	8.74	47.53	NA	No
11240	8.73	47.52	NA	No
11241	8.73	47.54	NA	No
11242	8.73	47.54	NA	No
11243	8.74	47.54	NA	No
11244	8.74	47.53	NA	No
11245	8.73	47.52	NA	No
11246	8.73	47.54	NA	No
11247	8.73	47.54	NA	No
11248	8.74	47.54	NA	No
11249	8.74	47.53	NA	No
11250	8.80	47.51	NA	No
11251	8.80	47.51	NA	No
11252	8.82	47.52	NA	No
11253	8.82	47.53	Niphargus_sp.	No
11254	8.82	47.53	Niphargus_sp.	No
11255	8.81	47.52	Niphargus_sp.	No
11256	8.80	47.51	Niphargus_sp.	No
11257	8.82	47.52	NA	No
11258	8.80	47.51	NA	No
11259	8.82	47.52	NA	No
11260	8.80	47.51	NA	No
11261	8.82	47.52	NA	No
11262	8.80	47.51	NA	No
11263	8.82	47.52	NA	No
11264	8.80	47.51	Crangonyx_cf._subterraneus	No
11265	8.82	47.52	NA	No
11266	8.85	47.49	Niphargus_sp.	No
11267	8.86	47.48	NA	No
11268	8.88	47.48	NA	No
11269	8.87	47.47	NA	No
11270	8.87	47.47	NA	No
11271	8.87	47.47	NA	No
11272	8.87	47.47	Niphargus_sp.	No
11273	8.88	47.46	NA	No
11274	8.88	47.46	NA	No
11275	8.88	47.46	NA	No
11276	8.88	47.45	NA	No
11277	8.88	47.45	NA	No
11278	8.88	47.45	NA	No
11279	8.88	47.45	Niphargus_sp.	No
11280	8.88	47.45	NA	No
11281	8.73	47.54	NA	No
11282	8.72	47.55	NA	No
11283	8.73	47.56	NA	No
11284	8.73	47.54	NA	No
11285	8.72	47.55	NA	No
11286	8.73	47.56	NA	No
11287	8.73	47.54	NA	No
11288	8.73	47.54	NA	No
11289	8.73	47.54	NA	No
11290	8.73	47.56	NA	No
11291	8.73	47.56	NA	No
11292	8.73	47.56	NA	No
11293	8.73	47.54	NA	No
11294	8.73	47.54	NA	No
11295	8.73	47.54	NA	No
11296	8.73	47.56	NA	No
11297	8.73	47.56	NA	No
11298	8.73	47.56	Niphargus_sp.	No
11299	8.61	47.53	NA	No
11300	8.61	47.53	NA	No
11301	8.73	47.52	NA	No
11302	8.73	47.54	NA	No
11303	8.73	47.54	NA	No
11304	8.74	47.54	NA	No
11305	8.74	47.53	NA	No
11306	8.58	47.50	Niphargus_sp.	No
11307	8.58	47.50	NA	No
11308	8.61	47.50	NA	No
11309	8.58	47.50	Niphargus_sp.	No
11310	8.58	47.49	NA	No
11311	8.58	47.49	NA	No
11312	8.61	47.50	NA	No
11313	8.58	47.49	NA	No
11314	8.58	47.49	NA	No
11315	8.58	47.50	NA	No
11316	8.58	47.50	Niphargus_sp.	No
11317	8.58	47.50	NA	No
11318	8.61	47.50	Niphargus_sp.	No
11319	8.58	47.50	NA	No
11320	8.58	47.49	NA	No
11321	8.58	47.49	NA	No
11322	8.61	47.50	NA	No
11323	8.58	47.49	NA	No
11324	8.58	47.49	NA	No
11325	8.58	47.50	NA	No
11326	8.58	47.50	Niphargus_sp.	No
11327	8.58	47.50	NA	No
11328	8.61	47.50	Niphargus_sp.	No
11329	8.58	47.50	NA	No
11330	8.58	47.49	NA	No
11331	8.58	47.49	NA	No
11332	8.61	47.50	Niphargus_sp.	No
11333	8.58	47.49	NA	No
11334	8.58	47.49	NA	No
11335	8.58	47.50	NA	No
11336	8.58	47.50	NA	No
11337	8.58	47.50	NA	No
11338	8.61	47.50	NA	No
11339	8.58	47.50	NA	No
11340	8.58	47.49	NA	No
11341	8.58	47.49	NA	No
11342	8.61	47.50	NA	No
11343	8.58	47.49	NA	No
11344	8.58	47.49	NA	No
11345	8.58	47.50	NA	No
11346	8.58	47.50	Niphargus_sp.	No
11347	8.58	47.50	NA	No
11348	8.61	47.50	Niphargus_sp.	No
11349	8.58	47.50	NA	No
11350	8.58	47.49	NA	No
11351	8.58	47.49	NA	No
11352	8.61	47.50	Niphargus_sp.	No
11353	8.58	47.49	NA	No
11354	8.58	47.49	NA	No
11355	8.58	47.50	NA	No
11356	8.71	47.54	NA	No
11357	8.71	47.54	NA	No
11358	8.71	47.54	NA	No
11359	8.71	47.54	NA	No
11360	8.68	47.46	NA	No
11361	8.67	47.47	NA	No
11362	8.66	47.47	NA	No
11363	8.69	47.43	NA	No
11364	8.69	47.43	NA	No
11365	8.69	47.43	NA	No
11366	8.74	47.54	Crangonyx_cf._subterraneus	No
11367	8.74	47.54	Niphargus_sp.	No
11368	8.77	47.40	NA	No
11369	8.77	47.40	NA	No
11370	8.77	47.40	Niphargus_sp.	No
11371	8.77	47.40	NA	No
11372	8.77	47.40	NA	No
11373	8.77	47.40	NA	No
11374	8.77	47.40	Crangonyx_cf._subterraneus	No
11375	8.78	47.41	NA	No
11376	8.78	47.41	NA	No
11377	8.58	47.52	NA	No
11378	8.57	47.51	NA	No
11379	8.57	47.51	NA	No
11380	8.56	47.52	NA	No
11381	8.57	47.52	NA	No
11382	8.58	47.52	Niphargus_sp.	No
11383	8.58	47.52	NA	No
11384	8.57	47.51	NA	No
11385	8.57	47.51	NA	No
11386	8.57	47.51	NA	No
11387	8.58	47.52	Niphargus_sp.	No
11388	8.58	47.52	NA	No
11389	8.57	47.51	NA	No
11390	8.57	47.51	NA	No
11391	8.57	47.51	NA	No
11392	8.65	47.50	NA	No
11393	8.65	47.50	NA	No
11394	8.65	47.50	NA	No
11395	8.65	47.50	NA	No
11396	8.65	47.50	NA	No
11397	8.78	47.45	Niphargus_sp.	No
11398	8.78	47.44	NA	No
11399	8.77	47.44	NA	No
11400	8.80	47.46	NA	No
11401	8.80	47.44	NA	No
11402	8.80	47.44	Niphargus_sp.	No
11403	8.80	47.44	Niphargus_sp.	No
11404	8.80	47.44	NA	No
11405	8.84	47.45	NA	No
11406	8.82	47.44	NA	No
11407	8.82	47.44	NA	No
11408	8.82	47.44	NA	No
11409	8.78	47.45	NA	No
11410	8.80	47.44	NA	No
11411	8.80	47.44	Niphargus_sp.	No
11412	8.78	47.45	NA	No
11413	8.80	47.44	NA	No
11414	8.80	47.44	NA	No
11415	8.71	47.55	Niphargus_sp.	No
11416	8.70	47.53	NA	No
11417	8.70	47.53	NA	No
11418	8.70	47.53	NA	No
11419	8.70	47.53	NA	No
11420	8.82	47.42	NA	No
11421	8.82	47.42	NA	No
11422	8.82	47.42	NA	No
11423	8.82	47.42	NA	No
11424	8.82	47.39	NA	No
11425	8.80	47.41	NA	No
11426	8.80	47.41	NA	No
11427	8.82	47.42	NA	No
11428	8.82	47.42	NA	No
11429	8.82	47.42	NA	No
11430	8.82	47.42	NA	No
11431	8.82	47.39	NA	No
11432	8.80	47.41	NA	No
11433	8.80	47.41	NA	No
11434	8.82	47.42	NA	No
11435	8.82	47.42	NA	No
11436	8.82	47.42	NA	No
11437	8.82	47.42	NA	No
11438	8.82	47.39	NA	No
11439	8.80	47.41	NA	No
11440	8.80	47.41	NA	No
11441	8.82	47.42	NA	No
11442	8.82	47.42	NA	No
11443	8.82	47.42	NA	No
11444	8.82	47.42	NA	No
11445	8.82	47.39	NA	No
11446	8.80	47.41	NA	No
11447	8.80	47.41	NA	No
11448	8.63	47.50	NA	No
11449	8.63	47.50	Niphargus_sp.	No
11450	8.63	47.50	NA	No
11451	8.63	47.50	NA	No
